Key,Name_EN,Name_TH,Desc_EN,Desc_TH,RawDesc_EN,RawDesc_TH,Lore_EN,Lore_TH,Category,HeroType,MaxLevel
Se_Star_Lacerta_F_QT_AddedCharges,Quick Reload,รีโหลดไว,"<color=yellow>Quick Draw</color>'s cooldown increases by 3 seconds, but it now recharges all at once.",<color=yellow>ชักปืนไว</color> คูลดาวน์เพิ่มขึ้น 3 วินาที แต่ตอนนี้มันจะชาร์จเต็มทั้งหมดในครั้งเดียว,"<color=yellow>Quick Draw</color>'s cooldown increases by {0} seconds, but it now recharges all at once.",<color=yellow>Quick Draw</color> คูลดาวน์เพิ่มขึ้น {0} วินาที แต่ตอนนี้จะชาร์จเต็มทั้งหมดในครั้งเดียว,,,Flexible,Hero_Lacerta,1
Se_Star_Lacerta_F_QT_AttackEffect,Dream Ammunition,กระสุนแห่งความฝัน,<color=yellow>Quick Draw</color> triggers <color=yellow>attack effects</color>.,<color=yellow>ชักปืนเร็ว</color> จะกระตุ้นให้เกิด <color=yellow>เอฟเฟกต์โจมตี</color>,<color=yellow>Quick Draw</color> triggers <color=yellow>attack effects</color>.,<color=yellow>ชักปืนเร็ว</color> จะกระตุ้น <color=yellow>เอฟเฟกต์โจมตี</color>,,,Flexible,Hero_Lacerta,1
Se_Star_Lacerta_F_QT_RapidFire,Indiscriminate Barrage,กราดยิงไม่เลือกหน้า,"<color=yellow>Quick Draw</color>'s charge count is reduced by 1, but it fires 6 shots.",<color=yellow>Quick Draw</color> ถูกลดจำนวนการชาร์จลง 1 ครั้ง แต่จะยิงออกไป 6 นัด,"<color=yellow>Quick Draw</color>'s charge count is reduced by 1, but it fires 6 shots.",<color=yellow>Quick Draw</color> จำนวนครั้งที่ชาร์จลดลง 1 แต่ยิง 6 นัด,,,Flexible,Hero_Lacerta,1
Se_Star_Lacerta_I_BonusFromStones,Rewarding Collection,คอลเลกชันที่คุ้มค่า,Breaking <color=yellow>Gold Shards</color> or <color=yellow>Dream Dust Shards</color> grants an additional 6<sprite=5> Gold and Dream Dust.,การทำลาย <color=yellow>Gold Shards</color> หรือ <color=yellow>Dream Dust Shards</color> จะให้ Gold และ Dream Dust เพิ่มเติมอีก 6<sprite=5>,Breaking <color=yellow>Gold Shards</color> or <color=yellow>Dream Dust Shards</color> grants an additional {0} Gold and Dream Dust.,การทำลาย <color=yellow>เศษทองคำ</color> หรือ <color=yellow>เศษผงแห่งฝัน</color> จะให้โกลด์และผงแห่งฝันเพิ่มขึ้นอีก {0},,,Imagination,Hero_Lacerta,4
Se_Star_Lacerta_I_BossBounty,Wild Monster Hunter,นักล่าสัตว์อสูรป่า,Gain an additional 45<sprite=5> Gold each time you defeat a <color=yellow>Boss</color>.,ได้รับ Gold เพิ่มอีก 45<sprite=5> ทุกครั้งที่เอาชนะ <color=yellow>Boss</color>,Gain an additional {0} Gold each time you defeat a <color=yellow>Boss</color>.,ได้รับทองเพิ่มเติม {0} ทุกครั้งที่เอาชนะ <color=yellow>บอส</color>,"<i>""Killing Monsters""</i>","<i>""สังหารอสุรกาย""</i>",Imagination,Hero_Lacerta,3
Se_Star_Lacerta_I_ShopDiscount,Skilled Negotiator,นักเจรจาผู้เชี่ยวชาญ,The <color=yellow>Gold price</color> of items sold by <color=yellow>Merchants</color> is reduced by 10%<sprite=5>.,ราคา <color=yellow>ทองคำ</color> ของไอเทมที่ขายโดย <color=yellow>พ่อค้า</color> ลดลง 10%<sprite=5>,The <color=yellow>Gold price</color> of items sold by <color=yellow>Merchants</color> is reduced by {0}.,ราคา <color=yellow>Gold</color> ของไอเทมที่ขายโดย <color=yellow>Merchants</color> ลดลง {0},,,Imagination,Hero_Lacerta,4
Se_Star_Lacerta_I_ShopMoreItemsWithPenalty,Northern Lizardman Bargaining,การต่อรองแบบลิซาร์ดแมนเหนือ,"The <color=yellow>Gold price</color> of items sold by some <color=yellow>Merchants</color> is increased by 50%<sprite=5>, but they offer 2 additional items for sale.","The <color=yellow>Gold price</color> of items sold by some <color=yellow>Merchants</color> is increased by 50%<sprite=5>, but they offer 2 additional items for sale.
ราคา<color=yellow>ทอง</color>ของไอเทมที่ขายโดย<color=yellow>พ่อค้า</color>บางรายเพิ่มขึ้น 50%<sprite=5> แต่พวกเขาเสนอไอเทมเพิ่มเติม 2 ชิ้นให้ขาย","The <color=yellow>Gold price</color> of items sold by some <color=yellow>Merchants</color> is increased by {0}, but they offer 2 additional items for sale.",<color=yellow>ราคาทอง</color>ของไอเท็มที่ขายโดย<color=yellow>พ่อค้า</color>บางคนเพิ่มขึ้น {0} แต่พวกเขาจะเสนอไอเท็มเพิ่มให้ขายอีก 2 ชิ้น,"Northern Lizardmen usually have the upper hand in negotiations. Their unique coolness and logic play a part, but their emotionless eyes are simply too intimidating.",โดยปกติแล้วชาวลิซาร์ดแมนทางเหนือจะครองความได้เปรียบในการเจรจา ความสุขุมและตรรกะที่ไม่เหมือนใครมีส่วนสำคัญ แต่ดวงตาที่ไร้อารมณ์ของพวกเขาก็ดูน่าเกรงขามเกินไป,Imagination,Hero_Lacerta,3
Se_Star_Lacerta_L_DodgeCharges,Lizard Oil,น้ำมันลิซาร์ด,"<color=yellow>Dodge skill</color>'s cooldown increases by 1.5<sprite=5> seconds, but it gains 1 additional charge.",<color=yellow>สกิลหลบหลีก</color> มีคูลดาวน์เพิ่มขึ้น 1.5<sprite=5> วินาที แต่จะได้รับชาร์จเพิ่มอีก 1 ครั้ง,"<color=yellow>Dodge skill</color>'s cooldown increases by {0} seconds, but it gains 1 additional charge.",<color=yellow>สกิลหลบหลีก</color>จะมีคูลดาวน์เพิ่มขึ้น {0} วินาที แต่จะได้รับการชาร์จเพิ่มเติม 1 ครั้ง,,,Life,Hero_Lacerta,3
Se_Star_Lacerta_L_SpeedAfterDodge,Flexible Lizard,ลิซาร์ดตัวอ่อน,Using <color=yellow>Dodge</color> increases your Movement Speed by 20%<sprite=5> for 1.5 seconds.,Using <color=yellow>Dodge</color> เพิ่ม Movement Speed ของคุณ 20%<sprite=5> เป็นเวลา 1.5 วินาที.,Using <color=yellow>Dodge</color> increases your Movement Speed by {0} for {1} seconds.,การใช้ <color=yellow>หลบหลีก</color> เพิ่มความเร็วในการเคลื่อนที่ของคุณ {0} เป็นเวลา {1} วินาที,The Lizardman's remarkably flexible body is a tremendous asset in maintaining effective firing angles in any situation.,ร่างกายที่ยืดหยุ่นอย่างน่าทึ่งของ Lizardman เป็นข้อได้เปรียบอย่างมากในการรักษาองศาการยิงที่มีประสิทธิภาพในทุกสถานการณ์,Life,Hero_Lacerta,3
Se_Star_Mist_I_CamillasGift,Camilla's Gift,ของขวัญของคามิลล่า,"You begin your adventure with <color=yellow>Camilla's Gift</color>. Camilla's Gift sells for 100<sprite=5> and increases in value by 200<sprite=5> each time you enter a new world. However, if enemy damage drops your health below 50%, the gift is destroyed.",คุณเริ่มต้นการผจญภัยด้วย <color=yellow>ของขวัญของคามิลลา</color> ของขวัญของคามิลลาขายได้ 100<sprite=5> และมูลค่าจะเพิ่มขึ้น 200<sprite=5> ทุกครั้งที่คุณเข้าสู่โลกใหม่ อย่างไรก็ตาม หากความเสียหายจากศัตรูทำให้พลังชีวิตของคุณลดลงต่ำกว่า 50% ของขวัญจะถูกทำลาย,"You begin your adventure with <color=yellow>Camilla's Gift</color>. Camilla's Gift sells for {0} and increases in value by {1} each time you enter a new world. However, if enemy damage drops your health below {2}, the gift is destroyed.",คุณเริ่มการผจญภัยด้วย <color=yellow>ของขวัญของคามิลลา</color> ของขวัญของคามิลลาขายในราคา {0} และจะเพิ่มมูลค่า {1} ทุกครั้งที่คุณเข้าสู่โลกใหม่ อย่างไรก็ตาม หากความเสียหายจากศัตรูทำให้พลังชีวิตของคุณต่ำกว่า {2} ของขวัญจะถูกทำลาย,"The kindness of her patron, Camilla, was never one-sided. Surely, she remains a cherished bond for Mist as well.",ความเมตตาของผู้อุปถัมภ์ของเธออย่างคามิลล่าไม่เคยเป็นเพียงฝ่ายเดียวอย่างแน่นอน เธอจะยังคงเป็นความผูกพันอันล้ำค่าสำหรับมิสต์ด้วยเช่นกัน,Imagination,Hero_Mist,3
Se_Star_Mist_L_PotionShield,Honey-Glazed Fruit,ผลไม้เคลือบน้ำผึ้ง,<color=yellow>Health Potions</color> grant a Barrier equal to 50%<sprite=5> of the healing provided.,<color=yellow>ยาฟื้นฟูพลังชีวิต</color> มอบเกราะป้องกันที่เท่ากับ 50%<sprite=5> ของปริมาณการฟื้นฟูพลังชีวิตที่ได้รับ,<color=yellow>Health Potions</color> grant a Barrier equal to {0} of the healing provided.,<color=yellow>โพชั่นฟื้นพลัง</color> มอบเกราะป้องกันเท่ากับ {0} ของพลังฟื้นฟูที่ได้รับ,,,Life,Hero_Mist,3
Se_Star_Mist_D_AttackDamage,Astrid's Smithing,การตีเหล็กของแอสทริด,Increases <color=yellow>Attack Damage</color> by 3<sprite=5>.,เพิ่ม <color=yellow>ความเสียหายจากการโจมตี</color> ขึ้น 3<sprite=5>,Increases <color=yellow>Attack Damage</color> by {0}.,เพิ่ม <color=yellow>ความเสียหายจากการโจมตี</color> ขึ้น {0},A younger sister's earnest prayers for her elder sister's safety are infused into the blade along with the sound of tempering.,คำอธิษฐานอย่างจริงใจของน้องสาวคนเล็กเพื่อความปลอดภัยของพี่สาวถูกหลอมรวมอยู่ในคมดาบพร้อมกับเสียงของการตีเหล็ก,Destruction,Hero_Mist,4
Se_Star_Mist_D_BonusOnDash,Strike the Weakness!,โจมตีจุดอ่อน!,"After <color=yellow>dash</color> or <color=yellow>teleport</color>, gain 5<sprite=5> Attack Damage and 10%<sprite=5> Critical Strike Chance for 2.5 seconds.",หลังจาก <color=yellow>แดช</color> หรือ <color=yellow>เทเลพอร์ต</color> แล้ว จะได้รับความเสียหายจากการโจมตี 5<sprite=5> และโอกาสคริติคอล 10%<sprite=5> เป็นเวลา 2.5 วินาที,"After <color=yellow>dash</color> or <color=yellow>teleport</color>, gain {0} Attack Damage and {1} Critical Strike Chance for {2} seconds.",หลังจาก <color=yellow>พุ่ง</color> หรือ <color=yellow>วาร์ป</color> รับ {0} พลังโจมตี และ {1} โอกาสคริติคอล เป็นเวลา {2} วินาที,,,Destruction,Hero_Mist,3
Se_Star_Mist_D_BossDamageOnHighHp,Duelist's Focus,สมาธินักดวลดาบ,"When your Health is above 90%, all damage dealt to <color=yellow>any Boss</color> is increased by 20%<sprite=5>.",เมื่อพลังชีวิตของคุณสูงกว่า 90% ดาเมจทั้งหมดที่ทำกับ <color=yellow>บอสใดๆ</color> จะเพิ่มขึ้น 20%<sprite=5>,"When your Health is above {0}, all damage dealt to <color=yellow>any Boss</color> is increased by {1}.","เมื่อพลังชีวิตของคุณสูงกว่า {0}, ความเสียหายทั้งหมดที่ทำต่อ <color=yellow>บอสใดๆ</color> จะเพิ่มขึ้น {1}.",,,Destruction,Hero_Mist,4
Se_Star_Mist_D_HunterDamage,"Finally, A Worthy Opponent",ในที่สุดก็เจอคู่ต่อสู้ที่สมน้ำสมเนื้อ,All damage dealt to <color=yellow>Hunters</color> is increased by 20%<sprite=5>.,ความเสียหายทั้งหมดที่ทำต่อ <color=yellow>Hunters</color> เพิ่มขึ้น 20%<sprite=5>,All damage dealt to <color=yellow>Hunters</color> is increased by {0}.,ความเสียหายทั้งหมดที่ทำต่อ <color=yellow>Hunters</color> เพิ่มขึ้น {0},"She has never lost a single duel, whether secret or official.",เธอไม่เคยแพ้การดวลแม้แต่ครั้งเดียว ไม่ว่าจะเป็นการดวลแบบลับ ๆ หรือเป็นทางการ,Destruction,Hero_Mist,3
Se_Star_Mist_D_ScalingAD,Dream-Infused Saber,เซเบอร์ผสานฝัน,"Gain 2<sprite=5> <color=yellow>Attack Damage</color> each time you reach levels 5, 10, 15, and 20.","ได้รับพลัง <sprite=5> <color=yellow>ความเสียหายจากการโจมตี</color> เพิ่มขึ้น 2 แต้มในแต่ละครั้งที่คุณถึงเลเวล 5, 10, 15 และ 20","Gain {0} <color=yellow>Attack Damage</color> each time you reach levels 5, 10, 15, and 20.","ได้รับ {0} <color=yellow>ความเสียหายจากการโจมตี</color> ทุกครั้งที่ถึงเลเวล 5, 10, 15 และ 20",,,Destruction,Hero_Mist,4
Se_Star_Mist_F_FL_DecreasedCooldownAndCharge,Blooming Dream,ฝันที่เบ่งบาน,"<color=yellow>Flèche</color> comes with 2 fewer charges, but its cooldown is reduced by 6 seconds.",<color=yellow>Flèche</color> มีจำนวนการใช้งานลดลง 2 ครั้ง แต่คูลดาวน์ลดลง 6 วินาที,"<color=yellow>Flèche</color> comes with {0} fewer charges, but its cooldown is reduced by {1} seconds.",<color=yellow>Flèche</color> มีจำนวนครั้งที่ใช้ได้ลดลง {0} แต่คูลดาวน์ลดลง {1} วินาที,,,Flexible,Hero_Mist,1
Se_Star_Mist_F_FL_Lightning,Lightning Breath,ลมหายใจสายฟ้า,"<color=yellow>Flèche</color>'s damage is converted to Light damage, and you teleport instead of dashing.",<color=yellow>Flèche</color> สร้างความเสียหายเป็นความเสียหายแสง และคุณจะเทเลพอร์ตแทนการพุ่ง,"<color=yellow>Flèche</color>'s damage is converted to Light damage, and you teleport instead of dashing.","<color=yellow>Flèche</color>'s damage ถูกเปลี่ยนเป็น Light damage, และคุณจะวาปแทนการพุ่งตัว",,,Flexible,Hero_Mist,1
Se_Star_Mist_F_FL_MaxRangeExplosion,Coup de Grâce,การโจมตีปิดฉาก,"When <color=yellow>Flèche</color> hits at maximum range, its damage is increased by 80% and it explodes, damaging a wide area.",เมื่อ <color=yellow>Flèche</color> โจมตีในระยะสูงสุด ความเสียหายของมันจะเพิ่มขึ้น 80% และจะระเบิด สร้างความเสียหายเป็นวงกว้าง,"When <color=yellow>Flèche</color> hits at maximum range, its damage is increased by {0} and it explodes, damaging a wide area.",เมื่อ <color=yellow>Flèche</color> โจมตีที่ระยะสูงสุด ความเสียหายของมันจะเพิ่มขึ้น {0} และจะระเบิด สร้างความเสียหายในพื้นที่กว้าง,,,Flexible,Hero_Mist,1
Se_Star_Mist_F_LG_IncreasedCooldownReduction,Cutting Through Wind,ผ่าสายลม,"<color=yellow>Lunge</color> deals 50% reduced damage, but you gain 100% increased cooldown reduction when Astrid's Masterpiece triggers.",<color=yellow>Lunge</color> สร้างความเสียหายลดลง 50% แต่คุณจะได้รับคูลดาวน์ลดลงเพิ่มขึ้น 100% เมื่อ Astrid's Masterpiece ทำงาน,"<color=yellow>Lunge</color> deals {0} reduced damage, but you gain {1} increased cooldown reduction when Astrid's Masterpiece triggers.",<color=yellow>Lunge</color> สร้างความเสียหายที่ลดลง {0} แต่คุณจะได้รับ {1} อัตราคูลดาวน์ลดลงเมื่อ Masterpiece ของ Astrid ทำงาน,,,Flexible,Hero_Mist,1
Se_Star_Mist_F_LG_RangeAndSpeed,West Wind,สายลมตะวันตก,Increases the cast range of <color=yellow>Lunge</color> by 33%.,เพิ่มระยะร่ายของ <color=yellow>Lunge</color> ขึ้น 33%,Increases the cast range of <color=yellow>Lunge</color> by {0}.,เพิ่มระยะร่ายของ <color=yellow>Lunge</color> ขึ้น {0},,,Flexible,Hero_Mist,1
Se_Star_Mist_F_LG_SingleTarget,Focused Strike,การโจมตีรวมศูนย์,"<color=yellow>Lunge</color> now hits only a single target, but its cooldown is reduced by 1.5 seconds and its damage is increased by 100%. It also knocks back enemies.",<color=yellow>Lunge</color> ตอนนี้โจมตีเป้าหมายเดียวเท่านั้น แต่คูลดาวน์ลดลง 1.5 วินาที และความเสียหายเพิ่มขึ้น 100% นอกจากนี้ยังผลักศัตรูกลับไปอีกด้วย,"<color=yellow>Lunge</color> now hits only a single target, but its cooldown is reduced by {0} seconds and its damage is increased by {1}. It also knocks back enemies.",<color=yellow>การพุ่ง</color>ตอนนี้โจมตีเป้าหมายเดียวเท่านั้น แต่คูลดาวน์ลดลง {0} วินาที และความเสียหายเพิ่มขึ้น {1} นอกจากนี้ยังผลักศัตรูให้กระเด็นกลับไปด้วย,,,Flexible,Hero_Mist,1
Se_Star_Mist_F_PR_AllDirections,Wide Vision,วิสัยทัศน์กว้างไกล,"<color=yellow>Parry</color>'s cooldown is increased by 1.5 seconds, but you can parry attacks from all directions.",<color=yellow>Parry</color> มีคูลดาวน์เพิ่มขึ้น 1.5 วินาที แต่คุณสามารถปัดป้องการโจมตีจากทุกทิศทางได้,"<color=yellow>Parry</color>'s cooldown is increased by {0} seconds, but you can parry attacks from all directions.",<color=yellow>การปัดป้อง</color>มีคูลดาวน์เพิ่มขึ้น {0} วินาที แต่คุณสามารถปัดป้องการโจมตีจากทุกทิศทางได้,,,Flexible,Hero_Mist,1
Se_Star_Mist_F_PR_PerfectParry,The Best Offense is Defense,การบุกคือการป้องกันที่ดีที่สุด,"<color=yellow>Parry</color>'s cooldown is reduced by 4 seconds, but the effective parry window is reduced by 40%.",<color=yellow>การปัดป้อง</color>มีคูลดาวน์ลดลง 4 วินาที แต่ระยะเวลาปัดป้องที่มีผลจะลดลง 40%,"<color=yellow>Parry</color>'s cooldown is reduced by {0} seconds, but the effective parry window is reduced by {1}.",<color=yellow>การปัดป้อง</color>มีคูลดาวน์ลดลง {0} วินาที แต่ช่วงเวลาการปัดป้องที่มีผลจะลดลง {1},She never rushes. The most crucial opportunity comes the moment her opponent strikes.,เธอไม่เคยรีบร้อน โอกาสที่สำคัญที่สุดจะมาถึงในขณะที่คู่ต่อสู้ของเธอโจมตี,Flexible,Hero_Mist,1
Se_Star_Mist_F_PR_ShieldAndCrit,Charged Saber,เซเบอร์ชาร์จพลัง,"After successfully <color=yellow>Parrying</color>, your next attack becomes a critical strike, and you gain a shield equal to 250% of the parried damage that decays over 4 seconds. The shield's duration increases by 0.5 seconds each time you enhance Parry.",หลังจากประสบความสำเร็จในการ <color=yellow>ปัดป้อง</color> การโจมตีครั้งต่อไปของคุณจะกลายเป็นการโจมตีแบบคริติคอล และคุณจะได้รับโล่ที่มีค่าเท่ากับ 250% ของความเสียหายที่ปัดป้องได้ ซึ่งจะค่อยๆ สลายไปใน 4 วินาที ระยะเวลาของโล่จะเพิ่มขึ้น 0.5 วินาทีทุกครั้งที่คุณอัปเกรดการปัดป้อง,"After successfully <color=yellow>Parrying</color>, your next attack becomes a critical strike, and you gain a shield equal to {0} of the parried damage that decays over {1} seconds. The shield's duration increases by {2} seconds each time you enhance Parry.",หลังจาก <color=yellow>ปัดป้อง</color>สำเร็จ การโจมตีครั้งต่อไปของคุณจะกลายเป็นการโจมตีคริติคอล และคุณจะได้รับโล่ที่เทียบเท่ากับ {0} ของความเสียหายที่ปัดป้องได้ ซึ่งจะสลายไปใน {1} วินาที ระยะเวลาของโล่จะเพิ่มขึ้น {2} วินาที ทุกครั้งที่คุณอัปเกรดการปัดป้อง,,,Flexible,Hero_Mist,1
Se_Star_Mist_F_UD_ExplosionDamage,Determined Explosion,ระเบิดความมุ่งมั่น,"<color=yellow>Unbreakable Determination</color>'s duration is reduced by 30%, but the intial explosion's damage is increased by 200%.","<color=yellow>ความมุ่งมั่นที่ไม่มีวันแตกหัก</color> ลดระยะเวลาลง 30%, แต่ความเสียหายจากการระเบิดเริ่มต้นเพิ่มขึ้น 200%.","<color=yellow>Unbreakable Determination</color>'s duration is reduced by {0}, but the intial explosion's damage is increased by {1}.","<color=yellow>ความมุ่งมั่นที่ไม่แตกสลาย</color> ระยะเวลาลดลง {0}, แต่ความเสียหายของการระเบิดครั้งแรกเพิ่มขึ้น {1}",,,Flexible,Hero_Mist,1
Se_Star_Mist_F_UD_HealLostHealth,Two Hearts,สองดวงใจ,Casting <color=yellow>Unbreakable Determination</color> restores 35% of missing Health.,การร่าย <color=yellow>Unbreakable Determination</color> ฟื้นฟู 35% ของพลังชีวิตที่หายไป,Casting <color=yellow>Unbreakable Determination</color> restores {0} of missing Health.,การร่าย <color=yellow>ปณิธานไม่แตกหัก</color> ฟื้นฟูพลังชีวิตที่ขาดหายไป {0},,,Flexible,Hero_Mist,1
Se_Star_Mist_I_BonusOnCatPet,Cat Lover,ทาสแมว,Gain 800<sprite=5> Gold and 800<sprite=5> Dream Dust when petting a <color=yellow>Cat</color>.,ได้รับ Gold 800<sprite=5> และ Dream Dust 800<sprite=5> เมื่อลูบ <color=yellow>Cat</color>,Gain {0} Gold and {1} Dream Dust when petting a <color=yellow>Cat</color>.,ได้รับ {0} ทองและ {1} ผงแห่งความฝัน เมื่อลูบไล้ <color=yellow>แมว</color>,,,Imagination,Hero_Mist,2
Se_Star_Mist_I_StartGoldWithPenalty,Noble Lineage,สายเลือดขุนนาง,"You begin your adventure with 150<sprite=5> <color=yellow>Gold</color>, but the Gold price of Merchant items is increased by 10%.",คุณเริ่มการผจญภัยของคุณด้วย 150<sprite=5> <color=yellow>โกลด์</color> แต่ราคาทองของไอเท็มร้านค้าจะเพิ่มขึ้น 10%,"You begin your adventure with {0} <color=yellow>Gold</color>, but the Gold price of Merchant items is increased by {1}.",คุณเริ่มต้นการผจญภัยด้วย {0} <color=yellow>Gold</color> แต่ราคาทองของไอเท็มพ่อค้าจะเพิ่มขึ้น {1},"Though the Verdesilver family has fallen, her nobility remains untarnished.",แม้ตระกูลเวอร์เดซิลเวอร์จะล่มสลายลง แต่ความเป็นผู้ดีของนางก็ยังคงบริสุทธิ์ไม่เสื่อมคลาย,Imagination,Hero_Mist,4
Se_Star_Mist_L_AddedDodgeWithPenalty,Light Armament,อาวุธเบา,"Damage taken from enemies is increased by 25%<sprite=5>, but you gain 1 additional charge for your <color=yellow>Dodge</color>.","ความเสียหายที่ได้รับจากศัตรูเพิ่มขึ้น 25%<sprite=5>, แต่คุณได้รับ 1 ชาร์จเพิ่มเติมสำหรับ <color=yellow>หลบหลีก</color> ของคุณ","Damage taken from enemies is increased by {0}, but you gain 1 additional charge for your <color=yellow>Dodge</color>.",ความเสียหายที่ได้รับจากศัตรูเพิ่มขึ้น {0} แต่คุณได้รับประจุเพิ่มอีก 1 ครั้งสำหรับ <color=yellow>การหลบ</color> ของคุณ,,,Life,Hero_Mist,3
Se_Star_Mist_L_ArmorWithPenalty,Plate Pauldrons,เกราะไหล่เหล็กกล้า,"Your <color=yellow>Armor</color> is increased by 15<sprite=5>, but this effect disappears for 8 seconds when you take damage from enemies.",Your <color=yellow>Armor</color> เพิ่มขึ้น 15<sprite=5> แต่เอฟเฟกต์นี้จะหายไป 8 วินาทีเมื่อคุณได้รับความเสียหายจากศัตรู,"Your <color=yellow>Armor</color> is increased by {0}, but this effect disappears for {1} seconds when you take damage from enemies.",เกราะของคุณ (<color=yellow>Armor</color>) เพิ่มขึ้น {0} แต่เอฟเฟกต์นี้จะหายไปเป็นเวลา {1} วินาที เมื่อคุณได้รับความเสียหายจากศัตรู,,,Life,Hero_Mist,4
Se_Star_Mist_L_DodgeCooldownWithPenalty,Balestra,บาเลสตรา,"Your <color=yellow>Dodge</color> has 1 fewer maximum charge, but its cooldown is reduced by 0.8<sprite=5> seconds.",การ <color=yellow>หลบหลีก</color> ของคุณมีจำนวนสูงสุดลดลง 1 ครั้ง แต่คูลดาวน์ลดลง 0.8<sprite=5> วินาที,"Your <color=yellow>Dodge</color> has 1 fewer maximum charge, but its cooldown is reduced by {0} seconds.",การ <color=yellow>หลบหลีก</color> ของคุณมีจำนวนการใช้สูงสุดน้อยลง 1 ครั้ง แต่คูลดาวน์ของมันลดลง {0} วินาที,,,Life,Hero_Mist,3
Se_Star_Mist_L_MovSpeed,Light as a Feather,เบาดุจขนนก,"<color=yellow>Movement Speed</color> is increased by 3%<sprite=5>. When your Health is above 90%, this effect is increased by 50%.",<color=yellow>ความเร็วในการเคลื่อนที่</color> เพิ่มขึ้น 3%<sprite=5> เมื่อค่าพลังชีวิตของคุณสูงกว่า 90% ผลกระทบนี้จะเพิ่มขึ้น 50%,"<color=yellow>Movement Speed</color> is increased by {0}. When your Health is above {1}, this effect is increased by {2}.",<color=yellow>ความเร็วในการเคลื่อนที่</color>เพิ่มขึ้น {0} เมื่อพลังชีวิตของคุณสูงกว่า {1} เอฟเฟกต์นี้จะเพิ่มขึ้น {2},,,Life,Hero_Mist,4
Se_Star_Nachia_D_AbilityPower,Guardian of Order,ผู้พิทักษ์กฎระเบียบ,Increases <color=yellow>Ability Power</color> by 4<sprite=5>.,เพิ่ม <color=yellow>พลังโจมตีสกิล</color> ขึ้น 4<sprite=5> หน่วย,Increases <color=yellow>Ability Power</color> by {0}.,เพิ่ม <color=yellow>พลังโจมตีสกิล</color> ขึ้น {0},"The order of the forest is simple and clear: life, death, and the cycle.",ระเบียบของป่านั้นเรียบง่ายและชัดเจน: ชีวิต ความตาย และวัฏจักร,Destruction,Hero_Nachia,4
Se_Star_Nachia_D_CanineLover,Dog Lover,คนรักหมา,"When a canine monster or summon dies nearby, Nachia becomes enraged for 5 seconds, increasing her <color=yellow>Attack Speed</color> by 15%<sprite=5>. However, Nachia's damage to canine monsters is reduced by 30%.","เมื่อสัตว์ประหลาดหรืออัญเชิญประเภทสุนัขตายลงในบริเวณใกล้เคียง, นัคเชียจะคลุ้มคลั่งเป็นเวลา 5 วินาที, เพิ่ม<color=yellow>ความเร็วในการโจมตี</color>ของเธอ 15%<sprite=5> อย่างไรก็ตาม ความเสียหายที่นัคเชียทำกับสัตว์ประหลาดประเภทสุนัขจะลดลง 30%","When a canine monster or summon dies nearby, Nachia becomes enraged for {0} seconds, increasing her <color=yellow>Attack Speed</color> by {1}. However, Nachia's damage to canine monsters is reduced by {2}.",เมื่อสัตว์ประหลาดหรืออัญเชิญประเภทสุนัขตายในบริเวณใกล้เคียง นัจฉาจะเข้าสู่สถานะคลั่งเป็นเวลา {0} วินาที เพิ่ม <color=yellow>ความเร็วโจมตี</color> ของเธอ {1} อย่างไรก็ตาม ความเสียหายของนัจฉาต่อสัตว์ประหลาดประเภทสุนัขจะลดลง {2},She believes there are no bad dogs in this world.,เธอเชื่อว่าไม่มีสุนัขตัวไหนที่นิสัยไม่ดีในโลกนี้,Destruction,Hero_Nachia,3
Se_Star_Nachia_D_SkillHaste,Gentle Breeze,สายลมอ่อนโยน,Increases <color=yellow>Memory Haste</color> by 5<sprite=5>.,เพิ่ม <color=yellow>Memory Haste</color> ขึ้น 5<sprite=5>,Increases <color=yellow>Memory Haste</color> by {0}.,เพิ่ม <color=yellow>Memory Haste</color> ขึ้น {0},,,Destruction,Hero_Nachia,4
Se_Star_Nachia_D_SummonAtkSpd,Enhanced Ferocity,ความดุร้ายที่เพิ่มพูน,Increases the <color=yellow>Attack Speed</color> of all summons by 9%<sprite=5>.,เพิ่ม <color=yellow>ความเร็วโจมตี</color> ของซัมมอนทั้งหมด 9%<sprite=5>,Increases the <color=yellow>Attack Speed</color> of all summons by {0}.,เพิ่ม <color=yellow>ความเร็วโจมตี</color> ของซัมมอนทั้งหมดด้วย {0},,,Destruction,Hero_Nachia,4
Se_Star_Nachia_F_MP_NachiaHeal,Pact of Destiny,พันธสัญญาแห่งโชคชะตา,Nachia also receives 50% of the healing from <color=yellow>Moonlight Pact</color>'s cast effect.,นาเชียยังได้รับ 50% ของปริมาณการรักษาจากการใช้ <color=yellow>Moonlight Pact</color> ด้วย,Nachia also receives {0} of the healing from <color=yellow>Moonlight Pact</color>'s cast effect.,Nachia ได้รับการรักษาเป็นจำนวน {0} จากเอฟเฟกต์การร่าย <color=yellow>พันธสัญญาแห่งแสงจันทร์</color> ด้วย,,,Flexible,Hero_Nachia,1
