Key,Name_EN,Name_TH,Desc_EN,Desc_TH,RawDesc_EN,RawDesc_TH,Lore_EN,Lore_TH,Rarity,Tags,AchievementName_EN,AchievementName_TH,AchievementDesc_EN,AchievementDesc_TH
Gem_R_Frost,Essence of Frost,แก่นแท้แห่งเหมันต์,"When this Memory deals <color=yellow>Cold damage</color>, it deals <color=yellow>Cold damage</color> equal to 10%<sprite=5> of your <color=yellow>Maximum Health</color> and briefly <color=yellow>stuns</color> enemies. Can only trigger once every 5 seconds per enemy. Each time this triggers, permanently increase your <color=yellow>Maximum Health</color> by 1.",เมื่อความทรงจำนี้สร้างความเสียหาย<color=yellow>น้ำแข็ง</color> จะสร้างความเสียหาย<color=yellow>น้ำแข็ง</color>เท่ากับ 10%<sprite=5>ของ<color=yellow>พลังชีวิตสูงสุด</color>ของคุณ และ<color=yellow>สตัน</color>ศัตรูชั่วครู่ สามารถทำงานได้เพียง 1 ครั้งในทุก 5 วินาทีต่อศัตรู 1 ตัว การทำงานแต่ละครั้งจะเพิ่ม<color=yellow>พลังชีวิตสูงสุด</color>ของคุณอย่างถาวร 1 หน่วย,"When this Memory deals <color=yellow>Cold damage</color>, it deals <color=yellow>Cold damage</color> equal to {0} of your <color=yellow>Maximum Health</color> and briefly <color=yellow>stuns</color> enemies. Can only trigger once every {1} seconds per enemy. Each time this triggers, permanently increase your <color=yellow>Maximum Health</color> by {2}.",เมื่อความทรงจำนี้สร้าง<color=yellow>ความเสียหายจากความเย็น</color> จะสร้าง<color=yellow>ความเสียหายจากความเย็น</color> เท่ากับ {0} ของ<color=yellow>พลังชีวิตสูงสุด</color>ของคุณ และ<color=yellow>สตัน</color>ศัตรูชั่วขณะ สามารถเกิดขึ้นได้เพียงครั้งเดียวทุก {1} วินาทีต่อศัตรู การเกิดแต่ละครั้งจะเพิ่ม<color=yellow>พลังชีวิตสูงสุด</color>ของคุณเป็นการถาวร {2},,,Rare,Cold;HardCC,,,,
Gem_R_Glaciate,Essence of Freezing,แก่นแท้แห่งเยือกแข็ง,<color=yellow>Casting</color> this Memory releases a burst of cold that deals <sprite=1><color=#16D7FF>160%</color><sprite=5> <color=yellow>Cold damage</color> to enemies. The area of effect increases with quality.,<color=yellow>เมื่อร่าย</color>ความทรงจำนี้ จะปล่อยคลื่นความเย็นที่สร้าง <sprite=1><color=#16D7FF>160%</color><sprite=5> <color=yellow>ความเสียหายความเย็น</color>แก่ศัตรู พื้นที่ผลของสกิลจะเพิ่มขึ้นตามคุณภาพ,<color=yellow>Casting</color> this Memory releases a burst of cold that deals {0} <color=yellow>Cold damage</color> to enemies. The area of effect increases with quality.,<color=yellow>การร่าย</color>ความทรงจำนี้จะปล่อยความเย็นจัดที่สร้างความเสียหาย<color=yellow>ความเสียหายน้ำแข็ง</color> {0} แก่ศัตรู พื้นที่ผลกระทบจะเพิ่มขึ้นตามคุณภาพ,,,Rare,Cold,,,,
Gem_R_Insatiable,Essence of Voracity,แก่นแท้แห่งความตะกละ,"For 5 seconds after casting this Memory, <color=yellow>Attack Damage</color> is increased by 15%<sprite=5> and <color=yellow>restore</color> 6<sprite=5> Health per <color=yellow>attack</color>.","เป็นเวลา 5 วินาทีหลังจากร่ายความทรงจำนี้, <color=yellow>ความเสียหายจากการโจมตี</color>เพิ่มขึ้น 15%<sprite=5> และ <color=yellow>ฟื้นฟู</color> 6<sprite=5> พลังชีวิตต่อ <color=yellow>การโจมตี</color>","For {0} seconds after casting this Memory, <color=yellow>Attack Damage</color> is increased by {1} and <color=yellow>restore</color> {2} Health per <color=yellow>attack</color>.","เป็นเวลา {0} วินาทีหลังจากใช้ความทรงจำนี้, <color=yellow>ความเสียหายจากการโจมตี</color> จะเพิ่มขึ้น {1} และ <color=yellow>ฟื้นฟู</color> {2} พลังชีวิตต่อ <color=yellow>การโจมตี</color>",,,Rare,Heal;Attack,,,,
Gem_R_Momentum,Essence of Momentum,แก่นแท้แห่งแรงขับเคลื่อน,"Each time you <color=yellow>attack</color> an enemy, the <color=yellow>cooldown</color> of this Memory is <color=yellow>reduced</color> by 0.4<sprite=5> seconds.","ทุกครั้งที่คุณ <color=yellow>โจมตี</color> ศัตรู, <color=yellow>คูลดาวน์</color> ของความทรงจำนี้จะ <color=yellow>ลดลง</color> 0.4<sprite=5> วินาที","Each time you <color=yellow>attack</color> an enemy, the <color=yellow>cooldown</color> of this Memory is <color=yellow>reduced</color> by {0} seconds.",ทุกครั้งที่คุณ <color=yellow>โจมตี</color> ศัตรู <color=yellow>คูลดาวน์</color> ของความทรงจำนี้จะ <color=yellow>ลดลง</color> {0} วินาที,,,Rare,Attack,,,,
Gem_R_NightSky,Essence of the Starry Sky,แก่นแท้แห่งนภาดารา,"Each time this Memory <color=yellow>hits</color> an enemy, your <color=yellow>Attack Speed</color> increases by 10%<sprite=5> for 3 seconds, up to a maximum of 20%<sprite=5>. If it deals <color=yellow>Dark damage</color>, it can increase up to a maximum of 40%<sprite=5>. <color=yellow>Attacking</color> the enemy refreshes the duration of this effect.","ทุกครั้งที่ Memory นี้ <color=yellow>โจมตีโดน</color>ศัตรู, <color=yellow>ความเร็วโจมตี</color>ของคุณจะเพิ่มขึ้น 10%<sprite=5> เป็นเวลา 3 วินาที, สูงสุด 20%<sprite=5> หากทำ<color=yellow>ความเสียหายความมืด</color> มันจะเพิ่มขึ้นสูงสุด 40%<sprite=5> การ<color=yellow>โจมตี</color>ศัตรูจะรีเฟรชระยะเวลาของเอฟเฟกต์นี้","Each time this Memory <color=yellow>hits</color> an enemy, your <color=yellow>Attack Speed</color> increases by {0} for {1} seconds, up to a maximum of {2}. If it deals <color=yellow>Dark damage</color>, it can increase up to a maximum of {3}. <color=yellow>Attacking</color> the enemy refreshes the duration of this effect.","ทุกครั้งที่ Memory นี้ <color=yellow>โจมตี</color> ศัตรูใด ๆ, <color=yellow>ความเร็วในการโจมตี</color> ของคุณจะเพิ่มขึ้น {0} เป็นเวลา {1} วินาที, สูงสุดไม่เกิน {2} หาก Memory นี้สร้าง <color=yellow>ความเสียหายความมืด</color> จะสามารถเพิ่มได้สูงสุดไม่เกิน {3} การ <color=yellow>โจมตี</color> ศัตรูจะรีเฟรชระยะเวลาของเอฟเฟกต์นี้",,,Rare,Dark;Attack,,,,
Gem_R_Panic,Essence of Panic,แก่นแท้แห่งความตื่นตระหนก,Taking any <color=yellow>damage</color> grants this Memory 30<sprite=5> <color=yellow>Memory Haste</color> and your <color=yellow>Movement Speed</color> increases by 20%<sprite=5> for 3 seconds.,เมื่อได้รับ<color=yellow>ความเสียหาย</color> จะมอบ 30<sprite=5> <color=yellow>เร่งความทรงจำ</color> และเพิ่ม<color=yellow>ความเร็วเคลื่อนที่</color>ของคุณ 20%<sprite=5> เป็นเวลา 3 วินาที,Taking any <color=yellow>damage</color> grants this Memory {0} <color=yellow>Memory Haste</color> and your <color=yellow>Movement Speed</color> increases by {1} for {2} seconds.,เมื่อได้รับ<color=yellow>ความเสียหาย</color>ใดๆ จะมอบ {0} <color=yellow>Memory Haste</color> แก่ Memory นี้ และ<color=yellow>ความเร็วในการเคลื่อนที่</color>ของคุณเพิ่มขึ้น {1} เป็นเวลา {2} วินาที,,,Rare,Mobility,Keep Calm and Carry On,ใจเย็นไว้และดำเนินต่อไป,Defeat Heroic Bosses 8 times while your Health is below 25%.,
Gem_R_Rejuvenation,Essence of Rejuvenation,แก่นแท้แห่งการฟื้นคืนความเยาว์วัย,"Every 15 seconds, this Memory's <color=yellow>cast</color> becomes <color=yellow>empowered</color>. For 1.5 seconds after casting the <color=yellow>empowered cast</color>, <color=yellow>restore</color> 14%<sprite=5> of the <color=yellow>damage</color> dealt as your <color=yellow>Health</color>.","ทุก 15 วินาที, <color=yellow>การร่าย</color> ของความทรงจำนี้จะถูก <color=yellow>เสริมพลัง</color> เป็นเวลา 1.5 วินาที หลังจากร่าย <color=yellow>การร่ายที่เสริมพลัง</color> จะ <color=yellow>ฟื้นฟู</color> 14%<sprite=5> ของ <color=yellow>ความเสียหาย</color> ที่สร้างเป็น <color=yellow>พลังชีวิต</color> ของคุณ","Every {0} seconds, this Memory's <color=yellow>cast</color> becomes <color=yellow>empowered</color>. For {1} seconds after casting the <color=yellow>empowered cast</color>, <color=yellow>restore</color> {2} of the <color=yellow>damage</color> dealt as your <color=yellow>Health</color>.","ทุก {0} วินาที, การ<color=yellow>ร่าย</color>ของความทรงจำนี้จะ<color=yellow>เสริมพลัง</color> เป็นเวลา {1} วินาทีหลังจากร่าย<color=yellow>ที่เสริมพลัง</color>, <color=yellow>ฟื้นฟู</color> {2} ของ<color=yellow>ความเสียหาย</color>ที่สร้างเป็น<color=yellow>พลังชีวิต</color>ของคุณ","Somewhere in a secret place within the Rapids,\na location also known as the Land Between,\nthe air was filled with the clinking of backpacks.\n\n""Senior! Just by approaching that statue, my creaky joints smooth out and my pack feels lighter! Even my worn shell seems to regain its luster! Why do I feel so rejuvenated?""\n\nThe one called senior slowly blinked their multiple eyes\nand let out a sigh—\na clear sign of exasperation at the question.\n\n""Because He shares a bit of His yesterday\nfor our today.""\n\n""His... yesterday? Then every time we gain strength, does our Guide... does He molt like us? Or does His shell crack?""\n\nThe senior slammed their sturdy claw on the table with a sharp 'THWACK!'\n\n""Ugh, tsk! Does this Jonas have a starfish for brains?! Instead of worrying about nonsense, tighten your pack straps! The power He gave you isn't for polishing your carapace!""\n\n\n- From the Regular Jonas Gathering","ณ สถานที่ลับแห่งหนึ่งในสายน้ำเชี่ยว\nหรือที่รู้จักในชื่อ ดินแดนระหว่างกลาง\nอากาศเต็มไปด้วยเสียงกระทบกันของกระเป๋าเป้\n\n""รุ่นพี่ครับ! แค่เดินเข้ามาใกล้รูปปั้นนั่น ข้อต่อที่เคยติดขัดของผมก็หายเป็นปลิดทิ้ง แถมกระเป๋าเป้ก็รู้สึกเบาขึ้น! แม้แต่เปลือกที่สึกหรอของผมก็ดูเงางามขึ้นมาอีกครั้ง! ทำไมผมถึงรู้สึกมีชีวิตชีวาขนาดนี้นะ?""\n\nคนที่ถูกเรียกว่ารุ่นพี่ค่อยๆ กะพริบตาหลายดวง\nแล้วถอนหายใจออกมา—\nเป็นสัญญาณชัดเจนของความเบื่อหน่ายต่อคำถามนั้น\n\n""เพราะเขาแบ่งปันส่วนหนึ่งของเมื่อวานของเขา\nเพื่อวันนี้ของเรา""\n\n""เมื่อวาน... ของเขาเหรอครับ? ถ้าอย่างนั้นทุกครั้งที่เราได้รับพลัง ไกด์ของเรา... เขาจะลอกคราบเหมือนพวกเราด้วยไหมครับ? หรือเปลือกของเขาจะแตก?""\n\nรุ่นพี่ทุบก้ามแข็งแรงของตนลงบนโต๊ะเสียงดัง 'ปัง!'\n\n""อึก, ชิ! เจ้าโจนาสคนนี้มีสมองเป็นปลาดาวรึไงวะ?! แทนที่จะมัวแต่กังวลเรื่องไร้สาระ ก็ไปขันสายกระเป๋าเป้ให้แน่นซะ! พลังที่เขาให้มาไม่ได้มีไว้สำหรับขัดเงาเปลือกนายนะเฟ้ย!""\n\n\n- จากการรวมตัวของเหล่าโจนาสผู้เป็นปกติ",Rare,Heal,Loyal Customer,ลูกค้าประจำ,Activate the Shrine of Guidance 15 times in a single adventure.,
Gem_R_Ricochet,Essence of Ricochet,แก่นแท้แห่งริโคเชต์,"The <color=yellow>damage</color> or <color=yellow>healing</color> from this Memory has a 50%<sprite=5> chance to ricochet to another nearby target, dealing 90%<sprite=5> <color=yellow>damage</color> or <color=yellow>healing</color>. If it's <color=yellow>damage</color>, it shares the elemental type with the original damage.",<color=yellow>ความเสียหาย</color> หรือ <color=yellow>การรักษา</color> จาก Memory นี้ มีโอกาส 50%<sprite=5> ที่จะกระดอนไปยังเป้าหมายใกล้เคียงอีกหนึ่งเป้าหมาย สร้าง <color=yellow>ความเสียหาย</color> หรือ <color=yellow>การรักษา</color> 90%<sprite=5> หากเป็น <color=yellow>ความเสียหาย</color> จะมีประเภทธาตุเดียวกับความเสียหายดั้งเดิม,"The <color=yellow>damage</color> or <color=yellow>healing</color> from this Memory has a {0} chance to ricochet to another nearby target, dealing {1} <color=yellow>damage</color> or <color=yellow>healing</color>. If it's <color=yellow>damage</color>, it shares the elemental type with the original damage.",<color=yellow>ความเสียหาย</color>หรือ<color=yellow>การรักษา</color>จาก Memory นี้มีโอกาส {0} ที่จะกระเด้งไปยังเป้าหมายใกล้เคียงอื่น สร้าง<color=yellow>ความเสียหาย</color>หรือ<color=yellow>การรักษา</color> {1} ถ้าเป็น<color=yellow>ความเสียหาย</color> มันจะแชร์ประเภทธาตุเดียวกันกับความเสียหายดั้งเดิม,,,Rare,,,,,
Gem_R_Rigidity,Essence of Rigidity,แก่นแท้แห่งความแข็งกร้าว,"When this Memory <color=yellow>hits</color> an enemy, gain a <color=yellow>Barrier</color> of 9<sprite=5> that lasts for 2 seconds. If it deals <color=yellow>Cold damage</color>, this effect is increased by 80%.",เมื่อเมมโมรี่นี้ <color=yellow>โจมตี</color> ศัตรูสำเร็จ จะได้รับ <color=yellow>บาเรีย</color> 9<sprite=5> เป็นเวลา 2 วินาที หากสร้าง <color=yellow>ความเสียหายความเย็น</color> ผลนี้จะเพิ่มขึ้น 80%,"When this Memory <color=yellow>hits</color> an enemy, gain a <color=yellow>Barrier</color> of {0} that lasts for {1} seconds. If it deals <color=yellow>Cold damage</color>, this effect is increased by {2}.","เมื่อความทรงจำนี้ <color=yellow>โจมตี</color> ศัตรู, ได้รับ <color=yellow>บาเรีย</color> {0} ที่คงอยู่เป็นเวลา {1} วินาที หากสร้าง <color=yellow>ความเสียหายน้ำแข็ง</color> เอฟเฟกต์นี้จะเพิ่มขึ้น {2}",,,Rare,Shield,,,,
Gem_R_Scorched,Essence of Scorch,แก่นเพลิงไหม้,"<color=yellow>Casting</color> this Memory fires 3<sprite=5> <color=yellow>Fireballs</color>, each dealing <sprite=1><color=#16D7FF>47%</color><sprite=5> <color=yellow>Fire damage</color> to nearby enemies.",<color=yellow>เมื่อร่าย</color>ความทรงจำนี้ จะปล่อย<sprite=5> <color=yellow>ลูกไฟ</color> 3 ลูก ซึ่งแต่ละลูกจะสร้างความเสียหาย<sprite=1><color=#16D7FF>47%</color><sprite=5> <color=yellow>ความเสียหายจากไฟ</color> แก่ศัตรูที่อยู่ใกล้เคียง.,"<color=yellow>Casting</color> this Memory fires {0} <color=yellow>Fireballs</color>, each dealing {1} <color=yellow>Fire damage</color> to nearby enemies.",<color=yellow>ร่าย</color>ความทรงจำนี้จะยิง<color=yellow>ลูกไฟ</color> {0} ลูก โดยแต่ละลูกจะสร้าง<color=yellow>ความเสียหายจากไฟ</color> {1} แก่ศัตรูที่อยู่ใกล้เคียง,,,Rare,Fire,,,,
Gem_R_Shock,Essence of Shock,แก่นแท้แห่งความตื่นตะลึง,"Every 4th <color=yellow>basic attack</color> becomes <color=yellow>empowered</color>, unleashing <color=yellow>Lightning</color> that bounces between enemies, dealing <sprite=1><color=#16D7FF>40%</color><sprite=5> <color=yellow>Light damage</color> up to 2 times. For every 20% <color=yellow>Critical Strike Chance</color>, the maximum number of hits increases by 1.",ทุกการ<color=yellow>โจมตีปกติ</color>ครั้งที่ 4 จะ<color=yellow>เสริมพลัง</color> ปล่อย<color=yellow>สายฟ้า</color>ที่กระเด้งระหว่างศัตรู สร้าง<sprite=1><color=#16D7FF>40%</color><sprite=5> <color=yellow>ความเสียหายแสง</color> สูงสุด 2 ครั้ง สำหรับทุกๆ 20% <color=yellow>โอกาสติดคริติคอล</color> จำนวนครั้งที่โจมตีสูงสุดจะเพิ่มขึ้น 1 ครั้ง,"Every 4th <color=yellow>basic attack</color> becomes <color=yellow>empowered</color>, unleashing <color=yellow>Lightning</color> that bounces between enemies, dealing {0} <color=yellow>Light damage</color> up to {1} times. For every {2} <color=yellow>Critical Strike Chance</color>, the maximum number of hits increases by 1.",ทุกการ<color=yellow>โจมตีพื้นฐาน</color>ครั้งที่ 4 จะ<color=yellow>ทรงพลัง</color>ขึ้น ปล่อย<color=yellow>สายฟ้า</color>ที่กระโดดระหว่างศัตรู สร้างความเสียหาย<color=yellow>แสง</color> {0} สูงสุด {1} ครั้ง ทุกๆ <color=yellow>โอกาสคริติคอล</color> {2} จะเพิ่มจำนวนครั้งสูงสุดที่โจมตีได้ 1 ครั้ง,,,Rare,Light;Attack,A Thousand Thunders,พันอัสนี,"Land a total of 1,000 critical strikes.",
Gem_R_Snow,Essence of Snow,แก่นแท้แห่งหิมะ,"Gain a Barrier of 40<sprite=5> that recharges if you avoid damage for 5 seconds. While the Barrier is active, periodically launch a snowball at a random nearby enemy, dealing <sprite=1><color=#16D7FF>80%</color><sprite=5> <color=yellow>Cold damage</color>. The larger your Barrier, the quicker it fires.",ได้รับเกราะป้องกัน 40<sprite=5> ที่จะชาร์จใหม่หากคุณหลีกเลี่ยงความเสียหายเป็นเวลา 5 วินาที ขณะที่เกราะป้องกันทำงานอยู่ จะยิงสโนว์บอลใส่ศัตรูใกล้เคียงแบบสุ่มเป็นระยะ สร้างความเสียหายน้ำแข็ง <sprite=1><color=#16D7FF>80%</color><sprite=5> <color=yellow>Cold damage</color> เกราะป้องกันของคุณใหญ่ขึ้นเท่าใด การยิงก็จะเร็วขึ้นเท่านั้น,"Gain a Barrier of {0} that recharges if you avoid damage for {1} seconds. While the Barrier is active, periodically launch a snowball at a random nearby enemy, dealing {2} <color=yellow>Cold damage</color>. The larger your Barrier, the quicker it fires.",ได้รับ Barrier {0} ที่จะชาร์จใหม่หากคุณหลีกเลี่ยงความเสียหายเป็นเวลา {1} วินาที ขณะที่ Barrier ทำงานอยู่ จะปล่อยก้อนหิมะใส่ศัตรูที่อยู่ใกล้เคียงแบบสุ่มเป็นระยะ สร้างความเสียหาย <color=yellow>เย็น</color> {2} ยิ่ง Barrier ของคุณใหญ่เท่าไหร่ ก็จะยิงได้เร็วขึ้นเท่านั้น,,,Rare,Cold;Shield,Barrier Battery,แบตเตอรี่ป้องกัน,"Mitigate a total of 20,000 damage from enemies using Barriers.",
Gem_R_Spiral,Essence of the Vortex,แก่นแท้แห่งวอร์เท็กซ์,"Periodically fires a Fireball at a random nearby enemy, dealing <sprite=1><color=#16D7FF>90%</color><sprite=5> <color=yellow>Fire damage</color>. The higher the quality, the quicker it fires.",ยิงลูกไฟใส่ศัตรูใกล้เคียงแบบสุ่มเป็นระยะ สร้าง <sprite=1><color=#16D7FF>90%</color><sprite=5> <color=yellow>ความเสียหายไฟ</color> ยิ่งคุณภาพสูงเท่าไหร่ ก็จะยิ่งยิงเร็วขึ้นเท่านั้น,"Periodically fires a Fireball at a random nearby enemy, dealing {0} <color=yellow>Fire damage</color>. The higher the quality, the quicker it fires.",ยิงลูกไฟใส่ศัตรูที่อยู่ใกล้แบบสุ่มเป็นระยะ สร้าง<color=yellow>ความเสียหายจากไฟ</color> {0} ยิ่งคุณภาพสูงขึ้นเท่าใดก็จะยิ่งยิงเร็วขึ้นเท่านั้น,,,Rare,Fire,,,,
Gem_R_Stillness,Essence of Stillness,แก่นแท้แห่งสมาธิ,"Every 5 seconds, this memory's <color=yellow>Cast</color> becomes <color=yellow>Enhanced</color>. Upon <color=yellow>Enhanced Cast</color>, emit light that deals <sprite=1><color=#16D7FF>200%</color><sprite=5> <color=yellow>Light Damage</color> to enemies and <color=yellow>Stuns</color> them for 2 seconds. Higher quality increases the emission radius.","ทุก 5 วินาที, <color=yellow>การร่าย</color> ของความทรงจำนี้จะกลายเป็น <color=yellow>เสริมพลัง</color> เมื่อ <color=yellow>ร่ายเสริมพลัง</color> จะปล่อยแสงที่สร้าง <sprite=1><color=#16D7FF>200%</color><sprite=5> <color=yellow>ความเสียหายแสง</color> แก่ศัตรู และ <color=yellow>สตั้น</color> พวกมันเป็นเวลา 2 วินาที คุณภาพที่สูงขึ้นจะเพิ่มรัศมีการปล่อยแสง","Every {0} seconds, this memory's <color=yellow>Cast</color> becomes <color=yellow>Enhanced</color>. Upon <color=yellow>Enhanced Cast</color>, emit light that deals {1} <color=yellow>Light Damage</color> to enemies and <color=yellow>Stuns</color> them for {2} seconds. Higher quality increases the emission radius.",ทุก ๆ {0} วินาที การร่ายของความทรงจำนี้จะกลายเป็น <color=yellow>Enhanced</color> เมื่อ <color=yellow>Enhanced Cast</color> จะปล่อยแสงที่สร้าง <color=yellow>Light Damage</color> {1} แก่ศัตรูและทำให้พวกเขา <color=yellow>Stun</color> เป็นเวลา {2} วินาที คุณภาพที่สูงขึ้นจะเพิ่มรัศมีการปล่อยแสง,,,Rare,Light;HardCC,,,,
Gem_R_Wealth,Essence of Wealth,แก่นแท้แห่งความมั่งคั่ง,"When an enemy damaged by this Memory is killed within 2 seconds, they drop 1.7<sprite=5> Gold. Gold is shared among all Travelers.",เมื่อศัตรูที่ได้รับความเสียหายจากความทรงจำนี้ถูกกำจัดภายใน 2 วินาที พวกเขาจะดรอป 1.7<sprite=5> โกลด์ โกลด์จะถูกแบ่งปันในหมู่นักเดินทางทุกคน,"When an enemy damaged by this Memory is killed within {0} seconds, they drop {1} Gold. Gold is shared among all Travelers.",เมื่อศัตรูที่ถูก Memory นี้สร้างความเสียหายถูกสังหารภายใน {0} วินาที พวกเขาจะดรอป {1} Gold. Gold จะถูกแบ่งปันในหมู่ Traveler ทั้งหมด,"You know gold holds a special meaning for ""us,"" don't you?\n\nAs imperfect beings, we sleep each night never knowing if we'll wake again. For ""us"" to endure, we need the perfection that gold presents.\n\nYet you still refuse to use it for yourself, even knowing all this?\nJonas, you truly are...","คุณก็รู้ว่าทองมีความหมายพิเศษสำหรับ ""เรา"" ใช่ไหม?\n\nในฐานะสิ่งมีชีวิตที่ไม่สมบูรณ์ เราจะหลับไปในแต่ละคืนโดยไม่รู้ว่าจะตื่นขึ้นมาอีกครั้งหรือไม่ เพื่อให้ ""เรา"" คงอยู่ได้ เราต้องการความสมบูรณ์แบบที่ทองคำมอบให้\n\nแต่คุณก็ยังปฏิเสธที่จะใช้มันเพื่อตัวเอง แม้จะรู้เรื่องทั้งหมดนี้แล้วก็ตาม?\nโจนัส คุณช่าง...",Rare,,Suspiciously Wealthy Traveler,นักเดินทางผู้ร่ำรวยจนน่าสงสัย,"Spend a total of 2,000 Gold.",
Gem_R_Wound,Essence of the Wound,แก่นแท้แห่งบาดแผล,"When this Memory deals damage to an enemy, it applies a <color=yellow>Mark</color>. Each <color=yellow>attack</color> on the <color=yellow>Mark</color> deals <sprite=1><color=#16D7FF>44%</color><sprite=5> <color=yellow>damage</color>, and after 3 attacks, the <color=yellow>Mark</color> explodes, dealing <sprite=1><color=#16D7FF>275%</color><sprite=5> <color=yellow>damage</color> to all nearby enemies.",เมื่อ Memory นี้สร้างความเสียหายแก่ศัตรู จะติด <color=yellow>Mark</color> การ <color=yellow>โจมตี</color> แต่ละครั้งที่ถูก <color=yellow>Mark</color> จะสร้าง <sprite=1><color=#16D7FF>44%</color><sprite=5> <color=yellow>ความเสียหาย</color> และหลังจากการโจมตี 3 ครั้ง <color=yellow>Mark</color> จะระเบิด สร้าง <sprite=1><color=#16D7FF>275%</color><sprite=5> <color=yellow>ความเสียหาย</color> แก่ศัตรูทั้งหมดที่อยู่ใกล้เคียง,"When this Memory deals damage to an enemy, it applies a <color=yellow>Mark</color>. Each <color=yellow>attack</color> on the <color=yellow>Mark</color> deals {0} <color=yellow>damage</color>, and after {1} attacks, the <color=yellow>Mark</color> explodes, dealing {2} <color=yellow>damage</color> to all nearby enemies.",เมื่อเมมโมรี่นี้สร้างความเสียหายแก่ศัตรู มันจะสร้าง <color=yellow>Mark</color> การ <color=yellow>โจมตี</color> แต่ละครั้งที่ <color=yellow>Mark</color> จะสร้าง <color=yellow>ความเสียหาย</color> {0} และหลังจากโจมตี {1} ครั้ง <color=yellow>Mark</color> จะระเบิด สร้าง <color=yellow>ความเสียหาย</color> {2} แก่ศัตรูทั้งหมดที่อยู่ใกล้เคียง,"The wound... won't heal.\nBeyond the throbbing pain, it devours me\nlike a living curse.\n\nThe eerie violet eyes filling this cavern,\nand the floor's patterns glowing as if writhing...\nLike an endless scream, they seem to burrow\ninto my flesh trapped behind these bars.\n\nAnd among countless eyes, one shines brightest.\nHe inflicted this wound upon me, then did nothing.\nHe merely observes and records my wound,\nmy suffering, with detached interest.\n\nYet that indifferent gaze terrifies me\nmore than any wound ever could...",บาดแผล... ไม่ยอมสมาน\nนอกจากความเจ็บปวดที่ปวดร้าว มันกัดกินฉัน\nเหมือนคำสาปที่มีชีวิต\n\nดวงตาสีม่วงอันน่าขนลุกที่เต็มไปทั่วถ้ำนี้\nและลวดลายบนพื้นก็เรืองแสงราวกับกำลังบิดเบี้ยว...\nเหมือนเสียงกรีดร้องที่ไม่สิ้นสุด พวกมันดูเหมือนจะฝังตัว\nเข้าสู่เนื้อหนังของฉันที่ถูกขังอยู่หลังลูกกรงเหล่านี้\n\nและในบรรดาดวงตามากมาย มีดวงหนึ่งที่สว่างที่สุด\nเขาเป็นคนทำบาดแผลนี้ให้ฉัน แล้วก็ไม่ทำอะไรเลย\nเขาเพียงแค่เฝ้าดูและบันทึกบาดแผลของฉัน\nความทุกข์ทรมานของฉัน ด้วยความสนใจที่ไร้ความรู้สึก\n\nแต่สายตาที่ไม่แยแสคู่นั้นทำให้ฉันหวาดกลัว\nยิ่งกว่าบาดแผลใดๆ ที่เคยเป็นมา...,Rare,Attack,Transcendent Speed,ความเร็วเหนือขีดจำกัด,Reach 6 Attack Speed per second.,
Gem_U_EternalFlame,Eternal Flame,เปลวเพลิงนิรันดร์,"Dealing <color=yellow>Fire damage</color> to an enemy with this Memory inflicts the <color=yellow>Eternal Flame</color> curse for 5 seconds. While under <color=yellow>Eternal Flame</color>, <color=yellow>any damage</color> you deal applies 1 <color=yellow>Burn</color> stack to the target.\nAll damage from this Memory is increased by 2.0%<sprite=5> for each <color=yellow>Burn</color> stack on that enemy.",การสร้าง <color=yellow>ความเสียหายไฟ</color> แก่ศัตรูด้วย Memory นี้จะสาปให้เกิด <color=yellow>เปลวเพลิงนิรันดร์</color> เป็นเวลา 5 วินาที ขณะอยู่ภายใต้ <color=yellow>เปลวเพลิงนิรันดร์</color> <color=yellow>ความเสียหายใดๆ</color> ที่คุณสร้างจะทำให้เกิดสถานะ <color=yellow>เผาไหม้</color> 1 สแต็คแก่เป้าหมาย\nความเสียหายทั้งหมดจาก Memory นี้จะเพิ่มขึ้น 2.0%<sprite=5> ต่อ <color=yellow>เผาไหม้</color> 1 สแต็คที่ศัตรูตนนั้นมี,"Dealing <color=yellow>Fire damage</color> to an enemy with this Memory inflicts the <color=yellow>Eternal Flame</color> curse for {0} seconds. While under <color=yellow>Eternal Flame</color>, <color=yellow>any damage</color> you deal applies 1 <color=yellow>Burn</color> stack to the target.\nAll damage from this Memory is increased by {1} for each <color=yellow>Burn</color> stack on that enemy.",การสร้าง <color=yellow>ความเสียหายไฟ</color> ให้ศัตรูด้วย Memory นี้จะสร้างคำสาป <color=yellow>Eternal Flame</color> เป็นเวลา {0} วินาที ขณะที่อยู่ภายใต้ <color=yellow>Eternal Flame</color> <color=yellow>ความเสียหายใดๆ</color> ที่คุณสร้างจะทำให้เกิด 1 สแต็ก <color=yellow>Burn</color> แก่เป้าหมาย\nความเสียหายทั้งหมดจาก Memory นี้จะเพิ่มขึ้น {1} ต่อ <color=yellow>Burn</color> สแต็กในศัตรูตัวนั้น,,,Unique,Fire,,,,
