"Key","Name_EN","Name_TH","ShortDesc_EN","ShortDesc_TH","Desc_EN","Desc_TH","Lore_EN","Lore_TH","AchievementName_EN","AchievementName_TH","AchievementDesc_EN","AchievementDesc_TH"
"St_R_GreatFrostSword","Great Frost Sword","ดาบน้ำแข็งใหญ่","Close-range Cold damage, knockback","สร้างความเสียหายน้ำแข็งระยะประชิด ผลักถอย","Summon and swing a great frost sword, dealing 250% Cold damage to enemies in front and knocking them back. If it hits a single target, damage is increased by 350%.","เรียกและวงดาบน้ำแข็งใหญ่ สร้างความเสียหายน้ำแข็ง 250% ต่อศัตรูด้านหน้าและผลักพวกเขาถอยหลัง หากโดนเป้าหมายเดียว ความเสียหายจะเพิ่มขึ้น 350%",,"","","","",""
"St_R_Ignite","Ignite","จุดชนวน","Fire damage, Area damage","สร้างความเสียหายไฟ ความเสียหายในพื้นที่","Deals 115% Fire damage to the target. If the target is already burning, damage is increased by 50% and deals Area damage. Charges are fully restored at once.","สร้างความเสียหายไฟ 115% ต่อเป้าหมาย หากเป้าหมายกำลังไหม้อยู่แล้ว ความเสียหายจะเพิ่มขึ้น 50% และสร้างความเสียหายในพื้นที่ ชาร์จจะเติมเต็มทั้งหมดพร้อมกัน",,"","","","",""
"St_R_Immolation","Immolation","เพลิงพลีชีพ","Sacrifice Health, deal Fire damage to nearby enemies","เสียสละพลังชีวิต สร้างความเสียหายไฟต่อศัตรูใกล้เคียง","Ignite your body, sacrificing 12% of your current Health over 3.5 seconds. While burning, your Movement Speed increases by 20% and you deal 165% Fire damage per second to nearby enemies.","จุดไฟร่างกายของคุณ เสียสละ 12% ของพลังชีวิตปัจจุบันของคุณเป็นเวลา 3.5 วินาที ขณะกำลังไหม้ ความเร็วในการเคลื่อนที่ของคุณจะเพิ่มขึ้น 20% และคุณจะสร้างความเสียหายไฟ 165% ต่อวินาทีต่อศัตรูใกล้เคียง","This frail, weary body will soon become the last shackle that binds me. [NEWLINE] Though I have wandered through poverty and pain all my life, not once did I doubt Him. The priest of the Order said, ""The purest souls burn themselves to cast off the chains of flesh, and only then can they become light that reaches El'pyros."" [NEWLINE]  [NEWLINE] I am not afraid. [NEWLINE] Rather, I am grateful. That the final moment of this painful life could be so glorious... what greater mercy could there be? [NEWLINE]  [NEWLINE] There, I can see the Solar Spire. Soon, I too will become part of that light. [NEWLINE] Oh, radiant sun! [NEWLINE]  [NEWLINE]  [NEWLINE] - Memory trace from a small burnt body near the Solar Spire.","ร่างกายที่อ่อนแอและเหนื่อยล้านี้จะกลายเป็นตรวนสุดท้ายที่ผูกมัดข้าในไม่ช้า [NEWLINE] แม้ว่าข้าจะเดินทางผ่านความยากจนและความเจ็บปวดตลอดชีวิต แต่ข้าไม่เคยสงสัยพระองค์แม้แต่ครั้งเดียว พระของคณะกล่าวว่า ""วิญญาณที่บริสุทธิ์ที่สุดเผาตัวเองเพื่อปลดโซ่ตรวนแห่งเนื้อหนัง และเพียงเท่านั้นพวกเขาจึงจะกลายเป็นแสงที่ไปถึงเอลไพรอส"" [NEWLINE]  [NEWLINE] ข้าไม่กลัว [NEWLINE] แต่กลับกตัญญู ที่ช่วงเวลาสุดท้ายของชีวิตที่เจ็บปวดนี้จะรุ่งโรจน์เช่นนี้... จะมีความเมตตาใดที่ยิ่งใหญ่กว่านี้? [NEWLINE]  [NEWLINE] ที่นั่น ข้าเห็นหอคอยดวงอาทิตย์ ในไม่ช้า ข้าก็จะกลายเป็นส่วนหนึ่งของแสงนั้น [NEWLINE] โอ้ ดวงอาทิตย์ผู้เปล่งรัศมี! [NEWLINE]  [NEWLINE]  [NEWLINE] - ร่องรอยความทรงจำจากร่างเล็กๆ ที่ไหม้เกรียมใกล้หอคอยดวงอาทิตย์","","","",""
"St_R_Inspire","Battle Cry","เสียงร้องสู้รบ","Empowers nearby allies' attacks","เสริมพลังการโจมตีของพันธมิตรใกล้เคียง","Inspires all nearby allies for 4 seconds. Inspired allies gain a 10% increase to Attack Speed and deal 13% additional damage on attack. You receive 200% of the effect.","สร้างแรงบันดาลใจให้พันธมิตรใกล้เคียงทั้งหมดเป็นเวลา 4 วินาที พันธมิตรที่ได้รับแรงบันดาลใจจะได้รับความเร็วโจมตีเพิ่มขึ้น 10% และสร้างความเสียหายเพิ่มเติม 13% เมื่อโจมตี คุณจะได้รับเอฟเฟกต์ 200%",,"","","","",""
"St_R_LightningDance","Lightning Dance","ระบำสายฟ้า","Lightning dash, Light damage","พุ่งสายฟ้า สร้างความเสียหายแสง","Briefly transform into an Invulnerable lightning that bounces between the target and nearby enemies, dealing 120% Light damage. Can bounce up to 4 times. [NEWLINE]  [NEWLINE] Attacking reduces this Memory's cooldown by 5%.","แปลงร่างเป็นสายฟ้าอมตะชั่วคราวที่กระเด้งระหว่างเป้าหมายและศัตรูใกล้เคียง สร้างความเสียหายแสง 120% สามารถกระเด้งได้สูงสุด 4 ครั้ง [NEWLINE]  [NEWLINE] การโจมตีจะลดคูลดาวน์ของความทรงจำนี้ 5%",,"","","","",""
"St_R_NaturesWhisper","Nature's Whisper","ผีป่ากระซิบ","Command summons, increase Attack Speed","สั่งการผู้ช่วยเหลือ เพิ่มความเร็วโจมตี","Command all of Nachia's summons to move to the target location or attack the target enemy. Increases Attack Speed of Nachia and all her summons by 18% for 3 seconds.","สั่งการผู้ช่วยเหลือทั้งหมดของนาเชียให้เคลื่อนที่ไปยังตำแหน่งเป้าหมายหรือโจมตีศัตรูเป้าหมาย เพิ่มความเร็วโจมตีของนาเชียและผู้ช่วยเหลือทั้งหมดของเธอ 18% เป็นเวลา 3 วินาที","No words are needed between Nachia and her spirits. With just a sad sigh or a determined look, the entire forest carries her will. [NEWLINE] Her gentle whisper then leads her children straight to the hearts of her enemies.","ไม่จำเป็นต้องมีคำพูดระหว่างนาเชียกับวิญญาณของเธอ ด้วยเพียงถอนหายใจเศร้าหรือสายตาที่มุ่งมั่น ป่าทั้งหมดจะแบกเจตจำนงของเธอ [NEWLINE] กระซิบอันอ่อนโยนของเธอจะนำลูกๆ ของเธอตรงไปยังหัวใจของศัตรู","","","",""
"St_R_OrbOfLight","Orb of Light","ลูกแก้วแสง","Light damage, heal allies","สร้างความเสียหายแสง รักษาพันธมิตร","Launch an Orb of Light forward, dealing 200% Light damage to enemies. If the Orb of Light hits an enemy, a Flame of Life returns, restoring allies it touches for 25% Health for each enemy hit. If it hits a boss, healing is increased by 75%.","ปล่อยลูกแก้วแสงไปข้างหน้า สร้างความเสียหายแสง 200% ต่อศัตรู หากลูกแก้วแสงโดนศัตรู เปลวไฟแห่งชีวิตจะกลับมา ฟื้นฟูพันธมิตรที่สัมผัส 25% พลังชีวิตสำหรับแต่ละศัตรูที่โดน หากโดนบอส การรักษาจะเพิ่มขึ้น 75%",,"","Twinkle Twinkle","ระยิบระยับ","Enter the Pure White Dream while having 4 Active Light Attribute Memories.","เข้าสู่ความฝันขาวบริสุทธิ์ขณะมีความทรงจำคุณลักษณะแสงที่ใช้งานอยู่ 4 อัน"
"St_R_Parry","Parry","ปัดป้องปิดปก","Reflect damage from the front","สะท้อนความเสียหายจากด้านหน้า","Parry the first incoming damage from the front within 0.6 seconds, dealing damage to up to 5 enemies. Enemies hit take 360% damage, are stunned, and the Astrid's Masterpiece effect resets. Successfully parrying makes you briefly immune to all damage and reduces Parry's cooldown by 50%. ","ป้องกันความเสียหายที่เข้ามาครั้งแรกจากด้านหน้าภายใน 0.6 วินาที สร้างความเสียหายต่อศัตรูได้สูงสุด 5 ตัว ศัตรูที่โดนจะได้รับความเสียหาย 360% ถูกสตัน และเอฟเฟกต์ผลงานชิ้นเอกของแอสทริดจะรีเซ็ต การป้องกันสำเร็จจะทำให้คุณภูมิคุ้มกันต่อความเสียหายทั้งหมดชั่วคราวและลดคูลดาวน์ของการป้องกัน 50% ","Attack and defense are two sides of the same coin.","การโจมตีและการป้องกันเป็นสองด้านของเหรียญเดียวกัน","Go with the Flow","ไปตามกระแส","Defeat 60 enemies in a row without taking damage as Mist.","เอาชนะศัตรู 60 ตัวติดต่อกันโดยไม่ได้รับความเสียหายในฐานะมิสต์"
"St_R_PillarOfFlame","Pillar of Flame","เสาอัคคี","Area Fire damage","สร้างความเสียหายไฟในพื้นที่","Summons a pillar of fire at the target location, immediately dealing 250% Fire damage to all enemies within the area, then deals 275% Fire damage over 2.4 seconds.","เรียกเสาเปลวไฟที่ตำแหน่งเป้าหมาย สร้างความเสียหายไฟ 250% ต่อศัตรูทั้งหมดในพื้นที่ทันที จากนั้นสร้างความเสียหายไฟ 275% เป็นเวลา 2.4 วินาที",,"","","","",""
"St_R_PrecisionShot","Precision Shot","ลากหัวคมๆ","Powerful shot after charging","ยิงทรงพลังหลังจากชาร์จ","Hold the cast key to enter an aiming stance. After aiming, release to fire a penetrating round that deals 150%-800% damage to all enemies hit and stuns them for 0.5-2.5 seconds, based on how long you aimed. [NEWLINE] Holding the stance for 1 seconds maximizes range, stun duration, and damage.","กดค้างปุ่มใช้เพื่อเข้าสู่ท่าทางเล็ง หลังจากเล็ง ปล่อยเพื่อยิงกระสุนทะลุที่สร้างความเสียหาย 150%-800% ต่อศัตรูทั้งหมดที่โดนและสตัน 0.5-2.5 วินาที ขึ้นอยู่กับว่าคุณเล็งนานแค่ไหน [NEWLINE] การกดค้างท่าทางเป็นเวลา 1 วินาทีจะเพิ่มระยะ ระยะเวลาสตัน และความเสียหายให้สูงสุด","After Lacerta's unit disbanded, his rifle skills and tactical expertise allowed him to live self-sufficiently through hunting and gathering.","หลังจากหน่วยของลาเซอร์ตาถูกยุบ ทักษะปืนไรเฟิลและความเชี่ยวชาญด้านยุทธวิธีของเขาทำให้เขาสามารถดำรงชีวิตอย่างพอเพียงผ่านการล่าและเก็บของป่า","Untouchable","แตะไม่ได้","Defeat the Heroic Boss with 85% or more Health remaining as Lacerta.","เอาชนะบอสวีรบุรุษโดยมีพลังชีวิตเหลือ 85% หรือมากกว่าในฐานะลาเซอร์ตา"
"St_R_QuickTrigger","Quick Draw","สิงห์ปืนไว","Fire piercing shots","ยิงกระสุนทะลุ","Rapidly fire 3 piercing shots that deal 120% damage to up to 3 enemies.","ยิงกระสุนทะลุ 3 นัดอย่างรวดเร็วที่สร้างความเสียหาย 120% ต่อศัตรูได้สูงสุด 3 ตัว","Despite an accident where a bullet hit a guard's knee, the practice of shooting coins dropped from shoulder height remained a popular pastime among the soldiers.","แม้จะมีอุบัติเหตุที่กระสุนโดนเข่าของยาม แต่การฝึกยิงเหรียญที่ตกจากความสูงระดับไหล่ยังคงเป็นงานอดิเรกยอดนิยมในหมู่ทหาร","","","",""
"St_R_RepulsiveShield","Repulsive Shield","โล่สะท้อน","Reflects damage","สะท้อนความเสียหาย","Blocks damage from enemies in front for 1.9 seconds. Each time damage is blocked, deals 240% damage to up to 4 enemies in front.","""Come on, give it all you've got."" [NEWLINE]  [NEWLINE] ""You sure?"" [NEWLINE]  [NEWLINE] ""Yes, go for it!"" [NEWLINE]  [NEWLINE] The man swung his sword with all his might, only for it to crash against a shield with a resounding metallic clang. [NEWLINE]  [NEWLINE] At the same time, a slash mark appeared on the tree behind him. [NEWLINE]  [NEWLINE] ""What in the world...?"" [NEWLINE]  [NEWLINE] ""Haha, did you see that? I'm invincible now!"" [NEWLINE]  [NEWLINE]  [NEWLINE] - A memory snippet from a soldier with a scar on the back of his head.","""มาเลย ออกแรงทั้งหมดที่มี"" [NEWLINE]  [NEWLINE] ""แน่ใจหรือ?"" [NEWLINE]  [NEWLINE] ""ใช่ ไปเลย!"" [NEWLINE]  [NEWLINE] ชายคนนั้นวงดาบด้วยพลังทั้งหมดของเขา เพียงเพื่อให้มันชนกับโล่ด้วยเสียงโลหะดังก้อง [NEWLINE]  [NEWLINE] ในเวลาเดียวกัน รอยฟันปรากฏบนต้นไม้ข้างหลังเขา [NEWLINE]  [NEWLINE] ""เกิดอะไรขึ้น...?"" [NEWLINE]  [NEWLINE] ""ฮ่าฮ่า เห็นไหม? ตอนนี้ฉันอยู่ยงกรด!"" [NEWLINE]  [NEWLINE]  [NEWLINE] - เศษความทรงจำจากทหารที่มีแผลเป็นที่ด้านหลังศีรษะ","","","",""
"St_R_SanctuaryOfEl","El's Sanctuary","สถานศักดิ์สิทธิ์ของเอล","Ultimate, creates protective zone","อัลติเมท สร้างเขตปกป้อง","Vesper blesses the surrounding ground for 10 seconds, dealing 500% Light damage to nearby enemies and granting allies a 200% Barrier that lasts for 4 seconds. Allies on the blessed ground gain 18 Armor and 20% Attack Speed. [NEWLINE]  [NEWLINE] Vesper himself receives 200% of the effect and becomes Unstoppable while under the effect.","เวสเปอร์อวยพรพื้นดินโดยรอบเป็นเวลา 10 วินาที สร้างความเสียหายแสง 500% ต่อศัตรูใกล้เคียงและให้เกราะป้องกัน 200% แก่พันธมิตรที่คงอยู่ 4 วินาที พันธมิตรบนพื้นดินที่ได้รับพรจะได้รับเกราะ 18 และความเร็วโจมตี 20% [NEWLINE]  [NEWLINE] เวสเปอร์เองจะได้รับเอฟเฟกต์ 200% และกลายเป็นไม่สามารถหยุดได้ขณะอยู่ภายใต้เอฟเฟกต์","I proclaim El'pyros's blessing upon this land! Glory to His servants, and ruin to the abominable heretics!","ข้าประกาศพรของเอลไพรอสบนดินแดนนี้! เกียรติยศแก่ผู้รับใช้ของพระองค์ และความหายนะแก่พวกนอกรีตที่น่าชิงชัง!","","","",""
"St_R_Scattershot","Scattershot","ยิงกระจาย","Spreads Dark damage in front","กระจายความเสียหายมืดด้านหน้า","Fires 5 dark bullets that spread out in front. Each bullet deals 100% Dark damage and triggers 50% attack effects.","ยิงกระสุนมืด 5 นัดที่กระจายออกด้านหน้า แต่ละนัดสร้างความเสียหายมืด 100% และกระตุ้นเอฟเฟกต์การโจมตี 50%",,"","","","",""
"St_R_SerpentineBlessing","Serpent's Blessing","พรแห่งอสรพิษ","Empower ally","เสริมพลังพันธมิตร","Grants Serpent's Blessing to Nachia and the target ally for 12 seconds. This blessing grants 55 Armor and increases Attack Speed by 25%. Whenever the blessed target performs a basic attack, they restore 2.5% of their Maximum Health, and their attack target takes 100% damage and is stunned for 0.5 seconds. [NEWLINE]  [NEWLINE] If the blessed target is a summon, it restores 25% of its Maximum Health.","ให้พรของงูแก่นาเชียและพันธมิตรเป้าหมายเป็นเวลา 12 วินาที พรนี้ให้เกราะ 55 และเพิ่มความเร็วโจมตี 25% ทุกครั้งที่เป้าหมายที่ได้รับพรทำการโจมตีพื้นฐาน พวกเขาจะฟื้นฟู 2.5% ของพลังชีวิตสูงสุด และเป้าหมายการโจมตีของพวกเขาจะได้รับความเสียหาย 100% และถูกสตัน 0.5 วินาที [NEWLINE]  [NEWLINE] หากเป้าหมายที่ได้รับพรเป็นผู้ช่วยเหลือที่เรียกมา มันจะฟื้นฟู 25% ของพลังชีวิตสูงสุด","In the myths of the Ethereal Forest, the primordial serpent symbolizes life overcoming death and strength blooming from wounds. [NEWLINE] Nachia gives this ancient blessing to those she protects.","ในตำนานของป่าอีเธอเรียล งูดึกดำบรรพ์เป็นสัญลักษณ์ของชีวิตที่เอาชนะความตาย และพลังที่บานสะพรั่งจากบาดแผล [NEWLINE] นาเชียให้พรโบราณนี้แก่ผู้ที่เธอปกป้อง","Family Feud","ความบาดหมางในครอบครัว","As Nachia, defeat the Demon of the Forest within 6 seconds after dealing the first damage.","ในฐานะนาเชีย เอาชนะปีศาจแห่งป่าภายใน 6 วินาทีหลังจากสร้างความเสียหายครั้งแรก"
"St_R_ShadowOverdrive","Shadow Overdrive","จะมืดไปไหน","Dark damage and increases Attack Speed","สร้างความเสียหายมืดและเพิ่มความเร็วโจมตี","Channels for 0.7 seconds to increase Movement Speed by 30%. After channeling, launches 5 homing missiles that deal 50% Dark damage to random nearby enemies and grants you 20% increased Attack Speed for 3 seconds.","ชาร์จเป็นเวลา 0.7 วินาทีเพื่อเพิ่มความเร็วในการเคลื่อนที่ 30% หลังจากชาร์จ ปล่อยขีปนาวุธติดตาม 5 ดอกที่สร้างความเสียหายมืด 50% ต่อศัตรูสุ่มใกล้เคียงและให้ความเร็วโจมตีเพิ่มขึ้น 20% แก่คุณเป็นเวลา 3 วินาที",,"","","","",""
"St_R_ShadowWalk","Shadow Walk","เดินทำไรมืดๆ","Dash and attack nearby enemies, Dark","พุ่งและโจมตีศัตรูใกล้เคียง มืด","Quickly dash forward and fire 3 dark shards at nearby enemies. Each shard deals 65% Dark damage and triggers 50% attack effects.","พุ่งไปข้างหน้าอย่างรวดเร็วและยิงเศษเงามืด 3 ชิ้นใส่ศัตรูใกล้เคียง แต่ละชิ้นสร้างความเสียหายมืด 65% และกระตุ้นเอฟเฟกต์การโจมตี 50%",,"","","","",""
"St_R_Smite","Lightning Strike","ธรรสวรรค์","Deal heavy Light damage to target","สร้างความเสียหายแสงหนักต่อเป้าหมาย","After a brief delay, strike the area with lightning, dealing 400% Light damage to enemies and stunning them for 1 seconds. Has a 50% chance to set enemies on fire.","หลังจากหน่วงเวลาสั้นๆ ฟ้าผ่าพื้นที่ สร้างความเสียหายแสง 400% ต่อศัตรูและสตัน 1 วินาที มีโอกาส 50% ที่จะจุดไฟศัตรู","The Society appears to be filled with elders stuck in their ways, their thinking growing fragile and stagnant. How long will they tinker with trivial rules, basking in their so-called achievements? [NEWLINE]  [NEWLINE] Observing the tree scorched by lightning last night sparked an idea. Even such immense natural power must operate under certain laws, doesn't it? [NEWLINE]  [NEWLINE] If I can uncover these laws, I might be able to wield that force. Just the thought of it is thrilling. I must begin my research immediately.","สมาคมดูเหมือนจะเต็มไปด้วยผู้อาวุโสที่ติดอยู่กับวิถีของพวกเขา ความคิดของพวกเขากำลังเปราะบางและหยุดนิ่ง พวกเขาจะยุ่งกับกฎเล็กๆ น้อยๆ อาบแสงในความสำเร็จที่เรียกว่าของพวกเขานานแค่ไหน? [NEWLINE]  [NEWLINE] การสังเกตต้นไม้ที่ถูกฟ้าผ่าเมื่อคืนนี้จุดประกายความคิด แม้แต่พลังธรรมชาติอันมหาศาลเช่นนี้ก็ต้องดำเนินการภายใต้กฎบางอย่าง ใช่ไหม? [NEWLINE]  [NEWLINE] หากข้าสามารถค้นพบกฎเหล่านี้ ข้าอาจจะสามารถควงพลังนั้นได้ แค่คิดถึงมันก็ตื่นเต้นแล้ว ข้าต้องเริ่มการวิจัยทันที","","","",""
"St_R_StaticDischarge","Static Discharge","ปล่อยประจุ","Close-range AoE Light Damage","สร้างความเสียหายแสงในพื้นที่ระยะประชิด","Hold to charge up static, gaining 40 Armor. When released, detonate the static to deal 150%–780% Light Damage to enemies based on charge time, knocking them back and reducing their Movement Speed by 60% for 2 seconds. The gained Armor disappears 1 seconds after the static detonates. [NEWLINE]  [NEWLINE] Charging for 1 seconds maximizes the damage and area of effect.","กดค้างเพื่อชาร์จประจุไฟฟ้าสถิต ได้รับเกราะ 40 เมื่อปล่อย จุดระเบิดประจุไฟฟ้าสถิตเพื่อสร้างความเสียหายแสง 150%–780% ต่อศัตรูตามเวลาชาร์จ ผลักพวกเขาถอยหลังและลดความเร็วในการเคลื่อนที่ 60% เป็นเวลา 2 วินาที เกราะที่ได้รับจะหายไป 1 วินาทีหลังจากประจุไฟฟ้าสถิตระเบิด [NEWLINE]  [NEWLINE] การชาร์จเป็นเวลา 1 วินาทีจะเพิ่มความเสียหายและพื้นที่ผลกระทบให้สูงสุด",,"","","","",""
"St_R_Tranquility","Tranquility","ความสงบ","Invulnerable, reduces Memory cooldowns","อมตะ ลดคูลดาวน์ความทรงจำ","Yubar channels for 1 seconds to regain tranquility, becoming Invulnerable, with a 40% increase in Movement Speed, and reducing the cooldowns of all other Memories by 3.5 seconds.","ยูบาร์ชาร์จเป็นเวลา 1 วินาทีเพื่อฟื้นความสงบ กลายเป็นอมตะ ความเร็วในการเคลื่อนที่เพิ่มขึ้น 40% และลดคูลดาวน์ของความทรงจำอื่นทั้งหมด 3.5 วินาที","Even the cosmos draws new strength from stillness. [NEWLINE] In this fleeting peace, my soul will once more embrace the light of creation and be renewed, just as the stars dance along their celestial paths...","แม้แต่จักรวาลก็ดึงพลังใหม่จากความนิ่งสงบ [NEWLINE] ในความสงบสุขชั่วครู่นี้ วิญญาณของข้าจะโอบกอดแสงแห่งการสร้างสรรค์อีกครั้งและได้รับการฟื้นฟู เช่นเดียวกับดาวที่เต้นระบำตามเส้นทางสวรรค์ของพวกมัน...","Peace Amid the Storm","ความสงบท่ามกลางพายุ","Deal a total of 400,000 Light damage to enemies as Yubar.","สร้างความเสียหายแสงรวม 400,000 ต่อศัตรูในฐานะยูบาร์"
"St_R_UnbreakableDetermination","Unbreakable Determination","จิตตั้งมั่น","Ultimate, empowers attack, restores Health","อัลติเมท เสริมพลังการโจมตี ฟื้นฟูพลังชีวิต","Resets the cooldown of Swift Steps and Astrid's Masterpiece, deals 400% damage to nearby enemies, and enters the awakened state for 12 seconds. [NEWLINE]  [NEWLINE] While awakened, gains 25% Attack Speed and each attack triggers a lightning explosion, dealing 90% damage to the target and nearby enemies. When Astrid's Masterpiece triggers during the awakened state, recovers Health equal to 4% of your missing Health.","รีเซ็ตคูลดาวน์ของก้าวรวดเร็วและผลงานชิ้นเอกของแอสทริด สร้างความเสียหาย 400% ต่อศัตรูใกล้เคียง และเข้าสู่สถานะตื่นรู้เป็นเวลา 12 วินาที [NEWLINE]  [NEWLINE] ขณะตื่นรู้ ได้รับความเร็วโจมตี 25% และการโจมตีแต่ละครั้งจะกระตุ้นการระเบิดสายฟ้า สร้างความเสียหาย 90% ต่อเป้าหมายและศัตรูใกล้เคียง เมื่อผลงานชิ้นเอกของแอสทริดกระตุ้นในระหว่างสถานะตื่นรู้ ฟื้นฟูพลังชีวิตเท่ากับ 4% ของพลังชีวิตที่หายไป","Is this what life is? If so, then once more.","นี่คือชีวิตหรือ? ถ้าใช่ งั้นอีกครั้ง","","","",""
"St_U_BeamOfBalance","Beam of Balance","ลำแสงแห่งสมดุล","Wield a massive beam that deals damage and heals","ควงลำแสงขนาดใหญ่ที่สร้างความเสียหายและรักษา","Ascend for 8 seconds, becoming Invulnerable. During this time, control a slow-moving Beam of Balance that deals 350% damage per second to enemies and heals allies for 150% per second.","เหาะขึ้นเป็นเวลา 8 วินาที กลายเป็นอมตะ ในช่วงเวลานี้ ควบคุมลำแสงแห่งสมดุลที่เคลื่อนที่ช้าซึ่งสร้างความเสียหาย 350% ต่อวินาทีต่อศัตรู และรักษาพันธมิตร 150% ต่อวินาที",,"","","","",""
"St_U_Burrow","Burrow","เจาะดิน","Burrow underground to become Invulnerable","เจาะลงใต้ดินเพื่อกลายเป็นอมตะ","Burrow underground, becoming Invulnerable for 2.5 seconds and increasing Movement Speed by 30%. Emerging knocks up and stuns nearby enemies for 1 seconds and deals 550% damage. [NEWLINE] Can be recast to end the effect early.","เจาะลงใต้ดิน กลายเป็นอมตะเป็นเวลา 2.5 วินาที และเพิ่มความเร็วในการเคลื่อนที่ 30% การโผล่ขึ้นมาจะยกและสตันศัตรูใกล้เคียง 1 วินาที และสร้างความเสียหาย 550% [NEWLINE] สามารถกดซ้ำเพื่อยุติเอฟเฟกต์ก่อน",,"","","","",""
"St_U_HerWorld","Her World","โลกของเธอ","Black Hole Transformation","แปลงร่างเป็นหลุมดำ","Turn into a Black Hole for 7 seconds. All enemies are pulled towards the Black Hole, and enemies in contact with it take 500% Light damage per second. At the end of its duration, the Black Hole explodes, dealing 1,200% Light damage to all nearby enemies and stunning them for 2.5 seconds. [NEWLINE]  [NEWLINE] In the Black Hole state, gain 120 Armor and become immune to death.","แปลงร่างเป็นหลุมดำเป็นเวลา 7 วินาที ศัตรูทั้งหมดจะถูกดึงเข้าหาหลุมดำ และศัตรูที่สัมผัสกับมันจะได้รับความเสียหายแสง 500% ต่อวินาที เมื่อสิ้นสุดระยะเวลา หลุมดำจะระเบิด สร้างความเสียหายแสง 1,200% ต่อศัตรูใกล้เคียงทั้งหมดและสตัน 2.5 วินาที [NEWLINE]  [NEWLINE] ในสถานะหลุมดำ ได้รับเกราะ 120 และภูมิคุ้มกันต่อความตาย","Nyx, the brightest star in the eternal night sky, [NEWLINE] My soul's muse and my goddess. [NEWLINE]  [NEWLINE] I tear out the heart of my power and offer it to you. [NEWLINE] Create your own realm, a kingdom of darkness and silence. [NEWLINE]  [NEWLINE] My existence is driven by one desire: [NEWLINE] for you to remain the center of my universe... [NEWLINE]  [NEWLINE]  [NEWLINE] - Memory trace of Erebos's vow to Nyx.","นิกซ์ ดาวที่สว่างที่สุดในท้องฟ้ายามค่ำคืนนิรันดร์ [NEWLINE] เทพีแห่งจิตวิญญาณและเทพธิดาของข้า [NEWLINE]  [NEWLINE] ข้าฉีกหัวใจแห่งพลังของข้าและถวายแก่เธอ [NEWLINE] สร้างอาณาจักรของเธอเอง อาณาจักรแห่งความมืดและความเงียบ [NEWLINE]  [NEWLINE] การมีอยู่ของข้าถูกขับเคลื่อนด้วยความปรารถนาเพียงหนึ่งเดียว: [NEWLINE] เพื่อให้เธอยังคงเป็นศูนย์กลางของจักรวาลของข้า... [NEWLINE]  [NEWLINE]  [NEWLINE] - ร่องรอยความทรงจำของคำสาบานของอีรีบอสต่อนิกซ์","","","",""
