"Key","Name_EN","Name_TH","Desc_EN","Desc_TH","Lore_EN","Lore_TH"
"Se_Star_Nachia_F_MP_StrongerFenrirNoCast","Lone Wolf","หมาป่าโดดเดี่ยว","You can no longer cast Moonlight Pact, but Fenrir's Armor increases by 60 and his basic attack damage increases by 30%.","คุณไม่สามารถใช้สัญญาแสงจันทร์อีกต่อไป แต่เกราะของเฟนริร์เพิ่มขึ้น 60 และความเสียหายการโจมตีพื้นฐานเพิ่มขึ้น 30%",,""
"Se_Star_Nachia_F_NW_LessCooldownLessAtkSpd","Micro-managing","การจัดการละเอียด","Nature's Whisper's cooldown is reduced by 80%, but the Attack Speed bonus is also reduced by 50%.","คูลดาวน์ของกระซิบธรรมชาติลดลง 80% แต่โบนัสความเร็วโจมตีก็ลดลง 50%",,""
"Se_Star_Nachia_F_NW_MovSpeed","Fetch!","เอามา!","Targets also gain Movement Speed equal to 80% of the Attack Speed bonus from Nature's Whisper.","เป้าหมายได้รับความเร็วเคลื่อนที่เท่ากับ 80% ของโบนัสความเร็วโจมตีจากกระซิบธรรมชาติด้วย",,""
"Se_Star_Nachia_F_NW_Teleport","Nature's Command","คำสั่งธรรมชาติ","Nature's Whisper instantly teleports summons to the target location.","กระซิบธรรมชาติเทเลพอร์ตผู้ถูกเรียกไปยังตำแหน่งเป้าหมายทันที",,""
"Se_Star_Nachia_F_SB_DurationBonus","Merciful Blessing","พรเมตตา","Increases the duration of Serpent's Blessing by 4 seconds.","เพิ่มระยะเวลาของพรงู 4 วินาที",,""
"Se_Star_Nachia_F_SB_SecondWind","Immortal Protection","การปกป้องอมตะ","When an ally affected by Serpent's Blessing would take lethal damage, the blessing is immediately removed instead and they recover 50% of their Maximum Health.","เมื่อพันธมิตรที่ได้รับผลกระทบจากพรงูจะได้รับความเสียหายถึงตาย พรจะถูกลบออกทันทีแทนและพวกเขาฟื้นฟูพลังชีวิตสูงสุด 50%",,""
"Se_Star_Nachia_F_SB_StrongerBuffNoSelf","Serpent's Love","ความรักของงู","Serpent's Blessing's Attack Speed bonus increases by 50%, but it no longer buffs yourself when targeting an ally.","โบนัสความเร็วโจมตีของพรงูเพิ่มขึ้น 50% แต่ไม่บัฟตัวเองอีกต่อไปเมื่อเล็งพันธมิตร",,""
"Se_Star_Nachia_F_SC_AtkEffect","Sharp Claws","กรงเล็บคม","The Leaf Hounds from Sylvan Call trigger 30% attack effects with their basic attacks.","สุนัขใบไม้จากการเรียกป่าทริกเกอร์เอฟเฟกต์การโจมตี 30% ด้วยการโจมตีพื้นฐาน","Regular nail trimming is essential for any good dog.","การตัดเล็บเป็นประจำเป็นสิ่งจำเป็นสำหรับสุนัขดีๆ"
"Se_Star_Nachia_F_SC_AtkSpd","Accelerated Life","ชีวิตเร่ง","Leaf Hounds from Sylvan Call have a shorter duration by 3 seconds, but their Attack Speed increases by 50% for 5 seconds after being summoned.","สุนัขใบไม้จากการเรียกป่ามีระยะเวลาสั้นลง 3 วินาที แต่ความเร็วโจมตีเพิ่มขึ้น 50% เป็นเวลา 5 วินาทีหลังถูกเรียก",,""
"Se_Star_Nachia_F_SC_MoreSummons","More Hounds!","สุนัขเพิ่ม!","The duration of Sylvan Call Leaf Hounds is reduced by 3 seconds, but the maximum charge count increases by 1 and the maximum number of summons also increases by 1.","ระยะเวลาของสุนัขใบไม้การเรียกป่าลดลง 3 วินาที แต่จำนวนชาร์จสูงสุดเพิ่มขึ้น 1 และจำนวนผู้ถูกเรียกสูงสุดก็เพิ่มขึ้น 1",,""
"Se_Star_Nachia_I_ForestKillDreamDust","Reaping Life","เก็บเกี่ยวชีวิต","Increases Movement Speed by 8% in the Forest of Turbulence and grants 0.5 Dream Dust for each enemy killed.","เพิ่มความเร็วเคลื่อนที่ 8% ในป่าแห่งความปั่นป่วนและให้ฝุ่นความฝัน 0.5 ต่อศัตรูที่ฆ่า",,""
"Se_Star_Nachia_I_ForestShopDiscount","Long Time No See! Miss Me?","ไม่เจอกันนาน คิดถึงไหม?","The Gold price of items sold by merchants in the Forest of Turbulence is reduced by 30%.","ราคาทองของไอเทมที่ขายโดยพ่อค้าในป่าแห่งความปั่นป่วนลดลง 30%",,""
"Se_Star_Nachia_I_ForestStartDreamDust","Refreshing Morning Dew","น้ำค้างยามเช้าสดชื่น","Gain 100 Dream Dust each time you visit the Forest of Turbulence.","ได้รับฝุ่นความฝัน 100 ทุกครั้งที่เยี่ยมชมป่าแห่งความปั่นป่วน",,""
"Se_Star_Nachia_I_SummonKillGold","Hunting Training","การฝึกล่า","When a summon kills an enemy with a basic attack, there's a 25% chance to gain 2 additional Gold.","เมื่อผู้ถูกเรียกฆ่าศัตรูด้วยการโจมตีพื้นฐาน มีโอกาส 25% ที่จะได้รับทองเพิ่มเติม 2",,""
"Se_Star_Nachia_L_AllyUnstoppable","Bestow Willpower","มอบพลังใจ","When you apply a buff to an ally, they become Unstoppable for 1.5 seconds. This effect has a cooldown of 5 seconds per target.","เมื่อคุณใส่บัฟให้พันธมิตร พวกเขากลายเป็นหยุดไม่ได้เป็นเวลา 1.5 วินาที เอฟเฟกต์นี้มีคูลดาวน์ 5 วินาทีต่อเป้าหมาย",,""
"Se_Star_Nachia_L_HealAndShieldAmp","Life is Sacred","ชีวิตศักดิ์สิทธิ์","Increases the healing and Barrier you give to yourself by 5%, and to allies by 15%.","เพิ่มการฟื้นฟูและเกราะป้องกันที่คุณให้ตัวเอง 5% และให้พันธมิตร 15%",,""
"Se_Star_Nachia_L_SelfWaltz","Waltz Practice","ฝึกวอลทซ์","The buffs from Dreamy Waltz also apply to yourself at 50% effectiveness.","บัฟจากวอลทซ์ความฝันใช้กับตัวเองด้วยที่ประสิทธิภาพ 50%",,""
"Se_Star_Nachia_L_SummonBonus","Steadfast Bond","สายสัมพันธ์มั่นคง","When Nachia's summons are nearby, her Armor increases by 6 and the healing and Barrier she gives to her summons increase by 15%.","เมื่อผู้ถูกเรียกของนาเชียอยู่ใกล้ๆ เกราะของเธอเพิ่มขึ้น 6 และการฟื้นฟูและเกราะป้องกันที่เธอให้ผู้ถูกเรียกเพิ่มขึ้น 15%",,""
"Se_Star_Nachia_L_WaltzArmor","Protective Dance","การเต้นรำปกป้อง","Dreamy Waltz's cooldown increases by 2.2 seconds, but its effect range is increased by 25% and the target's Armor increases by 50.","คูลดาวน์ของวอลทซ์ความฝันเพิ่มขึ้น 2.2 วินาที แต่ระยะเอฟเฟกต์เพิ่มขึ้น 25% และเกราะของเป้าหมายเพิ่มขึ้น 50","Wherever she goes, birds, beasts, and pure spirits gather around her, creating a small sanctuary of peace.","ทุกที่ที่เธอไป นก สัตว์ และวิญญาณบริสุทธิ์รวมตัวกันรอบๆ เธอ สร้างสถานที่ศักดิ์สิทธิ์เล็กๆ แห่งสันติภาพ"
"Se_Star_Nachia_L_WaltzDurationWithPenalty","Impressive Dance Steps","ท่าเต้นน่าประทับใจ","Dreamy Waltz's charge count decreases by 1, but the duration of its buffs increases by 50%.","จำนวนชาร์จของวอลทซ์ความฝันลดลง 1 แต่ระยะเวลาของบัฟเพิ่มขึ้น 50%",,""
"Se_Star_Vesper_D_ADWithNearbyBurning","Solar Praise","สรรเสริญดวงอาทิตย์","Increases Attack Damage by 10% when there are campfires, lava, or burning enemies or allies nearby.","เพิ่มความเสียหายโจมตี 10% เมื่อมีกองไฟ ลาวา หรือศัตรูหรือพันธมิตรที่กำลังลุกไหม้ใกล้ๆ",,""
"Se_Star_Vesper_D_AtkSpd","Pulverizer","เครื่องบด","Increases Attack Speed by 9%.","เพิ่มความเร็วโจมตี 9%","His sacred hammer is perfectly suited for pounding someone into submission.","ค้อนศักดิ์สิทธิ์ของเขาเหมาะอย่างยิ่งสำหรับตีใครบางคนจนยอมจำนน"
"Se_Star_Vesper_D_AtkSpdWithPenalty","Reckless Fury","ความโกรธประมาท","Maximum Health is reduced by 20% but Attack Speed is increased by 10%.","พลังชีวิตสูงสุดลดลง 20% แต่ความเร็วโจมตีเพิ่มขึ้น 10%",,""
"Se_Star_Vesper_D_BossHunterAmpWithPenalty","Grand Purpose","จุดประสงค์ยิ่งใหญ่","Maximum Health is reduced by 10% but Light damage and Fire damage dealt to Bosses and Hunters is increased by 20%.","พลังชีวิตสูงสุดลดลง 10% แต่ความเสียหายแสงและไฟต่อบอสและนักล่าเพิ่มขึ้น 20%",,""
"Se_Star_Vesper_D_ConvertAPToAD","Hammer of Divinity","ค้อนแห่งเทพ","Gain Attack Damage equal to 25% of your Ability Power.","ได้รับความเสียหายโจมตีเท่ากับ 25% ของพลังความสามารถ",,""
"Se_Star_Vesper_F_BS_AddedDurationPerAtk","Endless Hammering","การตีค้อนไม่รู้จบ","Each basic attack during Baptism of the Sun extends its duration by 0.2 seconds.","การโจมตีพื้นฐานแต่ละครั้งในพิธีศีลล้างบาปดวงอาทิตย์ยืดระยะเวลา 0.2 วินาที",,""
"Se_Star_Vesper_F_BS_ADWithArmor","No Pain, No Gain","ไม่เจ็บไม่ได้","Baptism of the Sun grants Attack Damage instead of Attack Speed by the same amount, and grants 10 Armor for each enemy hit by the initial explosion. Hitting a boss grants 40 Armor instead.","พิธีศีลล้างบาปดวงอาทิตย์ให้ความเสียหายโจมตีแทนความเร็วโจมตีในจำนวนเท่ากัน และให้เกราะ 10 ต่อศัตรูแต่ละตัวที่โดนระเบิดเริ่มต้น การโจมตีบอสให้เกราะ 40 แทน",,""
"Se_Star_Vesper_F_BS_MovSpd","Invigorating Heat","ความร้อนกระปรี้กระเปร่า","Baptism of the Sun grants Movement Speed equal to 50% of the Attack Speed bonus.","พิธีศีลล้างบาปดวงอาทิตย์ให้ความเร็วเคลื่อนที่เท่ากับ 50% ของโบนัสความเร็วโจมตี","Sweat makes the muscles shine even brighter.","เหงื่อทำให้กล้ามเนื้อเปล่งประกายสว่างยิ่งขึ้น"
"Se_Star_Vesper_F_CS_ColdDamage","Cold Fury","ความโกรธเย็นชา","Cruel Sun's damage is converted to Cold damage, the stun duration is increased by 2 seconds, and the Armor it grants is increased by 50%.","ความเสียหายของดวงอาทิตย์โหดร้ายถูกแปลงเป็นความเสียหายน้ำแข็ง ระยะเวลาสตันเพิ่มขึ้น 2 วินาที และเกราะที่ให้เพิ่มขึ้น 50%",,""
"Se_Star_Vesper_F_CS_LingeringBenefits","Embers","ถ่านไฟ","The Unstoppable status and Armor bonus from Cruel Sun persist for 2.5 seconds after channeling ends.","สถานะหยุดไม่ได้และโบนัสเกราะจากดวงอาทิตย์โหดร้ายคงอยู่ 2.5 วินาทีหลังจากจบการชาเนล",,""
"Se_Star_Vesper_F_CS_UnlockMoveWithPenalty","Pride Flare","เปลวไฟแห่งความภาคภูมิใจ","Increases Cruel Sun's damage by 25% and allows you to move while channeling, but you no longer gain an Armor bonus.","เพิ่มความเสียหายของดวงอาทิตย์โหดร้าย 25% และให้คุณเคลื่อนที่ได้ขณะชาเนล แต่ไม่ได้รับโบนัสเกราะอีกต่อไป","He believes himself closer to the divine than most. But to dismiss it as mere arrogance—he is far too powerful for that.","เขาเชื่อว่าตัวเองใกล้เทพมากกว่าคนส่วนใหญ่ แต่การมองว่าเป็นเพียงความหยิ่งผยอง—เขาทรงพลังเกินไปสำหรับสิ่งนั้น"
"Se_Star_Vesper_F_DP_FarTargetBonus","Momentum","โมเมนตัม","Reduces Maximum Health by 15%, but increases Discipline's cast range by 30%. The farther you are from your target, the more your damage and radius increase, up to 100% and 50%.","ลดพลังชีวิตสูงสุด 15% แต่เพิ่มระยะใช้ของวินัย 30% ยิ่งคุณอยู่ไกลจากเป้าหมาย ความเสียหายและรัศมียิ่งเพิ่มขึ้น สูงสุด 100% และ 50%",,""
"Se_Star_Vesper_F_DP_PointCast","Reckless Leap","การกระโดดประมาท","Increases Discipline's damage radius by 20% and allows it to be cast without a target.","เพิ่มรัศมีความเสียหายของวินัย 20% และให้ใช้ได้โดยไม่ต้องมีเป้าหมาย",,""
"Se_Star_Vesper_F_DP_SwitchToMelee","Face-to-Face Judgment","การตัดสินหน้าต่อหน้า","Reduces Discipline's cast range by 50%, but grants 1 additional charges and stuns hit enemies for 1 seconds.","ลดระยะใช้ของวินัย 50% แต่ให้ชาร์จเพิ่มเติม 1 และสตันศัตรูที่โดน 1 วินาที",,""
"Se_Star_Vesper_F_SE_FullOffense","Total Offensive","การรุกทั้งหมด","Increases the Attack Speed bonus for allies affected by El's Sanctuary by 50%, and reduces the number of basic attacks needed to trigger the 4th basic attack effect by 1. Does not grant Barrier, Armor, or Unstoppable effects.","เพิ่มโบนัสความเร็วโจมตีสำหรับพันธมิตรที่ได้รับผลกระทบจากสถานที่ศักดิ์สิทธิ์ของเอล 50% และลดจำนวนการโจมตีพื้นฐานที่ต้องการเพื่อทริกเกอร์เอฟเฟกต์การโจมตีพื้นฐานครั้งที่ 4 ลง 1 ไม่ให้เกราะป้องกัน เกราะ หรือเอฟเฟกต์หยุดไม่ได้",,""
"Se_Star_Vesper_F_SE_Invulnerability","Sacred Ground","พื้นศักดิ์สิทธิ์","Reduces El's Sanctuary's duration by 50%, but grants Invulnerability to allies.","ลดระยะเวลาของสถานที่ศักดิ์สิทธิ์ของเอล 50% แต่ให้ความเป็นอมตะแก่พันธมิตร",,""
"Se_Star_Vesper_F_SE_PointCast","A Touch of Altruism","สัมผัสแห่งการเห็นแก่ผู้อื่น","Summons El's Sanctuary at a target location instead of Vesper's position. The cooldown is reduced by 10% for each ally and 3% for each enemy hit by the initial blast.","เรียกสถานที่ศักดิ์สิทธิ์ของเอลที่ตำแหน่งเป้าหมายแทนตำแหน่งของเวสเปอร์ คูลดาวน์ลดลง 10% ต่อพันธมิตรและ 3% ต่อศัตรูที่โดนระเบิดเริ่มต้น","Vesper has a surprisingly soft spot for children. Perhaps an echo of his own troubled childhood?","เวสเปอร์มีจุดอ่อนที่น่าประหลาดใจสำหรับเด็กๆ บางทีอาจเป็นเสียงสะท้อนของวัยเด็กที่มีปัญหาของเขาเอง?"
"Se_Star_Vesper_I_ShopDiscount","Overwhelming Presence","การปรากฏตัวท่วมท้น","The Gold price of items sold by Merchants is reduced by 10%.","ราคาทองของไอเทมที่ขายโดยพ่อค้าลดลง 10%","Everyone has a plan. That is, until they meet him face to face.","ทุกคนมีแผน นั่นคือ จนกว่าพวกเขาจะพบเขาหน้าต่อหน้า"
"Se_Star_Vesper_I_StartGold","War Chest","หีบสงคราม","Gain 100 Gold at the start of your adventure.","ได้รับ 100 ทองเมื่อเริ่มการผจญภัย",,""
"Se_Star_Vesper_L_Armor","Trial Survivor","ผู้รอดชีวิตจากการทดสอบ","Increases Armor by 6.","เพิ่มเกราะ 6","The Order made him walk barefoot through blazing fire and scoop up boiling oil with his bare hands.","คณะสงฆ์ทำให้เขาเดินเท้าเปล่าผ่านไฟลุกโชนและตักน้ำมันเดือดด้วยมือเปล่า"
"Se_Star_Vesper_L_ArmorOnLowHealth","I Shall Not Waver!","ฉันจะไม่หวั่นไหว!","When Health is below 35%, gain 10 Armor.","เมื่อพลังชีวิตต่ำกว่า 35% ได้รับเกราะ 10",,""
"Se_Star_Vesper_L_EmpowerDodgeShield","Heavy Armor Mastery","ความเชี่ยวชาญเกราะหนัก","Increases the Barrier amount of Heavy Strike by 45% and extends its duration by 75%.","เพิ่มจำนวนเกราะป้องกันของการโจมตีหนัก 45% และยืดระยะเวลา 75%",,""
"Se_Star_Vesper_L_FireResistance","Heart of the Sun","หัวใจดวงอาทิตย์","Reduces Fire damage taken by 30% and Burn damage over time taken by 50%.","ลดความเสียหายไฟที่ได้รับ 30% และความเสียหายไหม้ต่อเนื่องที่ได้รับ 50%",,""
"Se_Star_Vesper_L_Health","Tough Skin","ผิวหนังแข็งแรง","Increases Maximum Health by 80.","เพิ่มพลังชีวิตสูงสุด 80",,""
"Se_Star_Vesper_L_ScalingArmor","Rising Faith","ศรัทธาเพิ่มขึ้น","Gain 2 Armor each time you reach level 5, 10, 15, and 20.","ได้รับเกราะ 2 ทุกครั้งที่ถึงเลเวล 5, 10, 15 และ 20",,""
"Se_Star_Vesper_L_ScalingHealth","Marvelous Muscles","กล้ามเนื้อมหัศจรรย์","Increases Maximum Health by 15 each time you level up.","เพิ่มพลังชีวิตสูงสุด 15 ทุกครั้งที่เลเวลอัพ",,""
"Se_Star_Vesper_L_SlowSpeedMoreHealth","No Armor Is Too Thick","ไม่มีเกราะไหนหนักเกินไป","Reduces Movement Speed by 20%, but increases Maximum Health by 14%.","ลดความเร็วเคลื่อนที่ 20% แต่เพิ่มพลังชีวิตสูงสุด 14%",,""
"Se_Star_Yubar_D_APOnDodge","Singularity Reversal","การกลับด้านเอกฐาน","Casting Dodge grants 12% Ability Power for 2 seconds.","การใช้หลบให้พลังความสามารถ 12% เป็นเวลา 2 วินาที",,""
"Se_Star_Yubar_D_AbilityPower","Starry Sky Tapestry","ผ้าทอท้องฟ้าดาว","Increases Ability Power by 5.","เพิ่มพลังความสามารถ 5",,""
"Se_Star_Yubar_D_ADAPWithPenalty","Glass Cannon","ปืนใหญ่แก้ว","Gain 5 Attack Damage and 7 Ability Power, but your Maximum Health is reduced by 15%.","ได้รับความเสียหายโจมตี 5 และพลังความสามารถ 7 แต่พลังชีวิตสูงสุดลดลง 15%","His body is now nothing more than a fragile vessel. Of course, everyone who thought so has been reduced to a handful of dust.","ร่างกายของเขาตอนนี้ไม่ใช่อะไรนอกจากภาชนะเปราะบาง แน่นอนว่าทุกคนที่คิดอย่างนั้นถูกลดเหลือเพียงกำมือฝุ่น"
"Se_Star_Yubar_D_APPerLightSkill","Starlit Gaze","จ้องมองแสงดาว","Gain 2 Ability Power for each Light damage Memory you possess.","ได้รับพลังความสามารถ 2 ต่อความทรงจำความเสียหายแสงแต่ละอันที่คุณมี",,""
"Se_Star_Yubar_D_BonusDamageToLight","Starlit Eyes","ดวงตาแสงดาว","Increases all damage dealt to enemies with 5 or more stacks of Light by 10%.","เพิ่มความเสียหายทั้งหมดต่อศัตรูที่มีสแต็กแสง 5 หรือมากกว่า 10%",,""
"Se_Star_Yubar_D_ConvertADToAP","Eclipse","สุริยุปราง","Gain Ability Power equal to 25% of your Attack Damage.","ได้รับพลังความสามารถเท่ากับ 25% ของความเสียหายโจมตี",,""
"Se_Star_Yubar_D_ScalingAP","Dazzling Meteor","อุกกาบาตพราวตา","Gain 3 Ability Power each time you reach levels 5, 10, 15, and 20.","ได้รับพลังความสามารถ 3 ทุกครั้งที่ถึงเลเวล 5, 10, 15 และ 20",,""
"Se_Star_Yubar_D_SkillHaste","Stellar Flow","การไหลของดวงดาว","Increases Memory Haste by 5.","เพิ่มความเร็วความทรงจำ 5",,""
"Se_Star_Yubar_F_CC_DamageOverTime","Burning Meteor","อุกกาบาตลุกโชน","The impact site of Cataclysm's meteor burns, dealing 100% of the meteor's damage to enemies over 2 seconds.","จุดกระทบของอุกกาบาตหายนะลุกไหม้ สร้างความเสียหาย 100% ของอุกกาบาตต่อศัตรูตลอด 2 วินาที",,""
"Se_Star_Yubar_F_CC_IncreaseAD","Choosing Violence","เลือกความรุนแรง","Cataclysm increases Yubar's Attack Damage and Attack Speed instead of Ability Power.","หายนะเพิ่มความเสียหายโจมตีและความเร็วโจมตีของยูบาร์แทนพลังความสามารถ","He seems slightly irritated by mortals who keep confusing his gender.","เขาดูเหมือนจะรำคาญเล็กน้อยกับมนุษย์ที่สับสนเรื่องเพศของเขาอยู่เรื่อยๆ"
"Se_Star_Yubar_F_CC_LongerDuration","Power Focus","มุ่งเน้นพลัง","Cataclysm's duration is increased by 50%.","ระยะเวลาของหายนะเพิ่มขึ้น 50%",,""
"Se_Star_Yubar_F_EI_AutoExplosion","Unstable Ether","อีเธอร์ไม่เสถียร","Ether's Influence's explosion damage is reduced by 60% and can no longer be detonated manually, but it now explodes automatically on hit.","ความเสียหายระเบิดของอิทธิพลอีเธอร์ลดลง 60% และไม่สามารถจุดระเบิดด้วยตนเองได้อีกต่อไป แต่ตอนนี้ระเบิดอัตโนมัติเมื่อโดน",,""
"Se_Star_Yubar_F_EI_BiggerExplosion","Explosive Confidence","ความมั่นใจระเบิด","Ether's Influence's explosion radius is increased by 25%.","รัศมีระเบิดของอิทธิพลอีเธอร์เพิ่มขึ้น 25%",,""
"Se_Star_Yubar_F_EI_NoRootMoreDamage","Flow Reversal","การกลับด้านการไหล","Ether's Influence no longer roots enemies but its explosion damage is increased by 50%.","อิทธิพลอีเธอร์ไม่ตรึงศัตรูอีกต่อไป แต่ความเสียหายระเบิดเพิ่มขึ้น 50%",,""
"Se_Star_Yubar_F_SN_Artillery","Mortar","ปืนครก","Increases Supernova's cast range by 40% and explosion radius by 30%.","เพิ่มระยะใช้ของซูเปอร์โนวา 40% และรัศมีระเบิด 30%",,""
"Se_Star_Yubar_F_SN_AutoExplosion","Star Herding","เลี้ยงดาว","Supernova can no longer be manually detonated. Channeling is removed and it now automatically explodes when fully charged.","ซูเปอร์โนวาไม่สามารถจุดระเบิดด้วยตนเองได้อีกต่อไป การชาเนลถูกลบออกและตอนนี้ระเบิดอัตโนมัติเมื่อชาร์จเต็ม","Even without his attention, the stars grow fat on cosmic dust.","แม้ไม่มีความสนใจของเขา ดวงดาวก็อ้วนขึ้นด้วยฝุ่นจักรวาล"
"Se_Star_Yubar_F_SN_DodgeReset","Swift Casting","การใช้รวดเร็ว","Casting Supernova resets the cooldown of Dodge.","การใช้ซูเปอร์โนวารีเซ็ตคูลดาวน์ของการหลบ",,""
"Se_Star_Yubar_F_TQ_EssenceCooldown","Song of Stars","เพลงแห่งดวงดาว","Tranquility's cooldown is increased by 2 seconds, but it also reduces the cooldowns of all essences.","คูลดาวน์ของความสงบเพิ่มขึ้น 2 วินาที แต่ยังลดคูลดาวน์ของแก่นทั้งหมดด้วย",,""
"Se_Star_Yubar_F_TQ_LowerCooldownNoInvul","Flexible Thinking","ความคิดยืดหยุ่น","Tranquility's cooldown is reduced by 2 seconds, but instead of becoming Invulnerable, you gain a Barrier equal to 100% of your Maximum Health that lasts for the duration of the Invulnerability.","คูลดาวน์ของความสงบลดลง 2 วินาที แต่แทนที่จะกลายเป็นอมตะ คุณได้รับเกราะป้องกันเท่ากับ 100% ของพลังชีวิตสูงสุดที่คงอยู่ตลอดระยะเวลาของความเป็นอมตะ",,""
"Se_Star_Yubar_F_TQ_ReducedCooldownAndDuration","Light Heart","หัวใจเบา","Tranquility's cooldown is reduced by 4 seconds, but its Invulnerability duration is also reduced by 40%.","คูลดาวน์ของความสงบลดลง 4 วินาที แต่ระยะเวลาความเป็นอมตะก็ลดลง 40%",,""
"Se_Star_Yubar_I_DisintegrateDreamDust","Dream-born","เกิดจากความฝัน","When using the Shrine of Dismantling, gain additional Dream Dust equal to 50% of the Gold received as a reward.","เมื่อใช้ศาลเจ้าแห่งการรื้อถอน ได้รับฝุ่นความฝันเพิ่มเติมเท่ากับ 50% ของทองที่ได้รับเป็นรางวัล","Knowing the truth and facing it are different matters. How would it feel to see a fairy tale with your own story written in it?","การรู้ความจริงและการเผชิญหน้ากับมันเป็นคนละเรื่อง จะรู้สึกอย่างไรเมื่อเห็นนิทานที่มีเรื่องราวของคุณเองเขียนอยู่ในนั้น?"
"Se_Star_Yubar_I_MoreDreamDustWithPenalty","God in a Fairy Tale","เทพในนิทาน","Your Maximum Health is reduced by 10%, but you gain 10% increased Dream Dust from all sources.","พลังชีวิตสูงสุดลดลง 10% แต่คุณได้รับฝุ่นความฝันเพิ่มขึ้น 10% จากทุกแหล่ง",,""
"Se_Star_Yubar_I_StarCookie","Cookie Baker","นักทำคุกกี้","Defeating enemies has a 0.5% chance to create a Star Cookie. Star Cookies restore a small amount of Yubar's Health and grant a small amount of Gold and Dream Dust.","การเอาชนะศัตรูมีโอกาส 0.5% ที่จะสร้างคุกกี้ดาว คุกกี้ดาวฟื้นฟูพลังชีวิตของยูบาร์เล็กน้อยและให้ทองและฝุ่นความฝันเล็กน้อย","He burned through an astronomical number of stars in pursuit of the perfect star cookie.","เขาเผาดวงดาวจำนวนมหาศาลในการแสวงหาคุกกี้ดาวที่สมบูรณ์แบบ"
"Se_Star_Yubar_L_DodgeChargeWithLongerCooldown","Stellar Trace","ร่องรอยดวงดาว","Gain 1 additional charge for Dodge, but its cooldown is increased by 2 seconds.","ได้รับชาร์จเพิ่มเติม 1 สำหรับการหลบ แต่คูลดาวน์เพิ่มขึ้น 2 วินาที",,""
"Se_Star_Yubar_L_DodgeCooldownWithShorterRange","Peek-a-boo!","จ๊ะเอ๋!","Dodge's cooldown is reduced by 0.8 seconds, but its travel distance is reduced by 40%.","คูลดาวน์ของการหลบลดลง 0.8 วินาที แต่ระยะทางเดินทางลดลง 40%",,""
"Se_Star_Yubar_L_DodgeRange","Now You See Me","ตอนนี้เห็นฉันแล้ว","The travel distance of Dodge is increased by 33%.","ระยะทางเดินทางของการหลบเพิ่มขึ้น 33%",,""
